283180037,1106172,BANKEX24OCT58600CE,CE
283286789,1106589,BANKEX24OCT58600PE,PE
283155461,1106076,BANKEX24OCT58700CE,CE
283144709,1106034,BANKEX24OCT58700PE,PE
283226885,1106355,BANKEX24OCT58800CE,CE
283120389,1105939,BANKEX24OCT58800PE,PE
283290117,1106602,BANKEX24OCT58900CE,CE
283187717,1106202,BANKEX24OCT58900PE,PE
283228677,1106362,BANKEX24OCT59000CE,CE
283218181,1106321,BANKEX24OCT59000PE,PE
283292421,1106611,BANKEX24OCT59100CE,CE
283191813,1106218,BANKEX24OCT59100PE,PE
283151109,1106059,BANKEX24OCT59200CE,CE
283260421,1106486,BANKEX24OCT59200PE,PE
283125765,1105960,BANKEX24OCT59300CE,CE
283237381,1106396,BANKEX24OCT59300PE,PE
283195909,1106234,BANKEX24OCT59400CE,CE
283299845,1106640,BANKEX24OCT59400PE,PE
283169285,1106130,BANKEX24OCT59500CE,CE
283157765,1106085,BANKEX24OCT59500PE,PE
283241733,1106413,BANKEX24OCT59600CE,CE
283132165,1105985,BANKEX24OCT59600PE,PE
283304709,1106659,BANKEX24OCT59700CE,CE
283202309,1106259,BANKEX24OCT59700PE,PE
283280389,1106564,BANKEX24OCT59800CE,CE
283177477,1106162,BANKEX24OCT59800PE,PE
283138053,1106008,BANKEX24OCT59900CE,CE
283247877,1106437,BANKEX24OCT59900PE,PE
283249925,1106445,BANKEX24OCT60000CE,CE
283143429,1106029,BANKEX24OCT60000PE,PE
283224069,1106344,BANKEX24OCT60100CE,CE
283118597,1105932,BANKEX24OCT60100PE,PE
283287813,1106593,BANKEX24OCT60200CE,CE
283186693,1106198,BANKEX24OCT60200PE,PE
283267333,1106513,BANKEX24OCT60300CE,CE
283256837,1106472,BANKEX24OCT60300PE,PE
283122437,1105947,BANKEX24OCT60400CE,CE
283231493,1106373,BANKEX24OCT60400PE,PE
283190533,1106213,BANKEX24OCT60500CE,CE
283295749,1106624,BANKEX24OCT60500PE,PE
283165957,1106117,BANKEX24OCT60600CE,CE
283272965,1106535,BANKEX24OCT60600PE,PE
283236613,1106393,BANKEX24OCT60700CE,CE
283128325,1105970,BANKEX24OCT60700PE,PE
283211013,1106293,BANKEX24OCT60800CE,CE
283106309,1105884,BANKEX24OCT60800PE,PE
283276549,1106549,BANKEX24OCT60900CE,CE
283172101,1106141,BANKEX24OCT60900PE,PE
283301637,1106647,BANKEX24OCT61000CE,CE
283200261,1106251,BANKEX24OCT61000PE,PE
283278853,1106558,BANKEX24OCT61100CE,CE
283270405,1106525,BANKEX24OCT61100PE,PE
283135237,1105997,BANKEX24OCT61200CE,CE
283246597,1106432,BANKEX24OCT61200PE,PE
283203845,1106265,BANKEX24OCT61300CE,CE
283104005,1105875,BANKEX24OCT61300PE,PE
283179269,1106169,BANKEX24OCT61400CE,CE
283285509,1106584,BANKEX24OCT61400PE,PE
283249413,1106443,BANKEX24OCT61500CE,CE
283142917,1106027,BANKEX24OCT61500PE,PE
283223813,1106343,BANKEX24OCT61600CE,CE
283118341,1105931,BANKEX24OCT61600PE,PE
283287557,1106592,BANKEX24OCT61700CE,CE
283185413,1106193,BANKEX24OCT61700PE,PE
283266053,1106508,BANKEX24OCT61800CE,CE
283255813,1106468,BANKEX24OCT61800PE,PE
283121925,1105945,BANKEX24OCT61900CE,CE
283230725,1106370,BANKEX24OCT61900PE,PE
283147269,1106044,BANKEX24OCT62000CE,CE
283258373,1106478,BANKEX24OCT62000PE,PE
283218949,1106324,BANKEX24OCT62100CE,CE
283116293,1105923,BANKEX24OCT62100PE,PE
283192581,1106221,BANKEX24OCT62200CE,CE
283297541,1106631,BANKEX24OCT62200PE,PE
283262213,1106493,BANKEX24OCT62300CE,CE
283156485,1106080,BANKEX24OCT62300PE,PE
283239685,1106405,BANKEX24OCT62400CE,CE
283129093,1105973,BANKEX24OCT62400PE,PE
283300869,1106644,BANKEX24OCT62500CE,CE
283199749,1106249,BANKEX24OCT62500PE,PE
283278341,1106556,BANKEX24OCT62600CE,CE
283269381,1106521,BANKEX24OCT62600PE,PE
283134981,1105996,BANKEX24OCT62700CE,CE
283245829,1106429,BANKEX24OCT62700PE,PE
283371525,1106920,BANKEX24OCT62800CE,CE
283314437,1106697,BANKEX24OCT62800PE,PE
283485189,1107364,BANKEX24OCT62900CE,CE
283559685,1107655,BANKEX24OCT62900PE,PE
291075845,1137015,BANKEX24OCT63000CE,CE
290973445,1136615,BANKEX24OCT63000PE,PE
291147525,1137295,BANKEX24OCT63100CE,CE
291047685,1136905,BANKEX24OCT63100PE,PE
291118853,1137183,BANKEX24OCT63200CE,CE
291108357,1137142,BANKEX24OCT63200PE,PE
291198213,1137493,BANKEX24OCT63300CE,CE
291253509,1137709,BANKEX24OCT63300PE,PE
291543813,1138843,BANKEX24OCT63400CE,CE
291530501,1138791,BANKEX24OCT63400PE,PE
291365637,1138147,BANKEX24OCT63500CE,CE
291507205,1138700,BANKEX24OCT63500PE,PE
291455237,1138497,BANKEX24OCT63600CE,CE
291324933,1137988,BANKEX24OCT63600PE,PE
291419909,1138359,BANKEX24OCT63700CE,CE
291549701,1138866,BANKEX24OCT63700PE,PE
291509765,1138710,BANKEX24OCT63800CE,CE
291375877,1138187,BANKEX24OCT63800PE,PE
291699973,1139453,BANKEX24OCT63900CE,CE
291693317,1139427,BANKEX24OCT63900PE,PE
291730693,1139573,BANKEX24OCT64000CE,CE
291719173,1139528,BANKEX24OCT64000PE,PE
