287894021,1124586,BANKEX24NOVFUT
8963330,35013,BANKNIFTY24NOVFUT
8989954,35117,FINNIFTY24NOVFUT
8982786,35089,NIFTY24NOVFUT
288315653,1126233,SENSEX24NOVFUT
