S.no,Date,TotalTrades,Profit,Profit%,Cost,Cost%,
2,13-05-22,1,-126.55078,-0.37310198,-261.97186,-0.77235806,
2,13-05-20,1,-64.65039,-0.3257168,-143.91568,-0.72506696,
2,09-10-20,1,-81.44922,-0.34914267,-174.59973,-0.7484439,
2,19-02-21,1,-39.203125,-0.10728134,-185.29413,-0.5070743,
2,16-09-20,1,-55.94922,-0.24947426,-145.54472,-0.6489762,
2,02-02-21,2,664.9492,1.975717,392.3707,1.171778,
2,10-06-19,1,-107.19922,-0.34233367,-232.24182,-0.74165016,
2,01-02-23,1,-85.05078,-0.20698935,-249.23848,-0.6065749,
2,02-02-16,1,-34.25,-0.22207524,-95.8723,-0.6216359,
2,14-10-20,2,773.14844,3.2931864,583.6353,2.486606,
2,17-03-23,1,-130.64844,-0.33082253,-288.35516,-0.7301617,
2,15-04-20,1,-67.34961,-0.33761063,-147.01053,-0.73694146,
2,20-04-20,1,-66.75,-0.3189408,-150.33112,-0.7183074,
2,17-03-21,1,-107.14844,-0.30602998,-246.98373,-0.7054086,
2,14-10-22,1,-135.90234,-0.34404743,-293.63477,-0.74336433,
2,15-04-21,2,-196.29883,-0.61308706,-451.12103,-1.4118611,
2,17-03-22,1,47.30078,0.12986854,-98.48204,-0.27038693,
2,17-03-20,1,-115.39844,-0.49615172,-208.20244,-0.8951624,
2,05-06-20,5,-85.60156,-0.40758482,-499.39597,-2.4067626,
2,07-05-21,1,-31.0,-0.09352308,-163.5256,-0.49332952,
2,10-06-20,2,-157.45117,-0.7510798,-324.8601,-1.5495744,
2,04-10-19,1,-95.59961,-0.33382782,-209.95802,-0.7331636,
2,02-12-16,1,-34.54883,-0.18832113,-107.86253,-0.5879486,
2,10-11-20,2,-117.0,-0.4145495,-343.7156,-1.2137246,
2,30-11-21,1,336.80078,0.9279665,190.94917,0.52611065,
2,12-03-21,1,-137.05078,-0.3765028,-282.38068,-0.7757449,
2,12-03-20,1,-124.15039,-0.50275326,-222.6785,-0.9017526,
2,17-10-19,2,178.04688,0.6201999,-51.835632,-0.18104166,
2,17-10-18,1,-79.25,-0.30620858,-182.6157,-0.70559436,
2,11-04-16,1,89.05078,0.5709445,26.48428,0.1698032,
2,10-05-21,1,-77.046875,-0.23246346,-209.46738,-0.63200265,
2,25-03-21,2,384.05078,1.1687161,120.15585,0.36636794,
2,25-03-20,3,328.80273,1.8879334,118.50893,0.68416226,
2,30-05-22,1,-2.3515625,-0.006532835,-146.33107,-0.40652245,
2,11-10-19,2,80.89844,0.28449872,-145.27257,-0.51608026,
2,26-02-18,1,84.14844,0.33057985,-17.839066,-0.0700844,
2,22-12-21,1,-120.89844,-0.34595147,-260.44324,-0.7452655,
2,24-04-20,1,3.0,0.015158596,-76.16901,-0.3848764,
2,24-10-19,1,-90.5,-0.30497512,-209.01721,-0.70436645,
2,24-10-18,1,-63.09961,-0.25019273,-163.85501,-0.64969414,
2,22-12-20,1,-118.59961,-0.40483555,-235.54541,-0.8040242,
2,10-11-16,2,382.6504,1.9332292,221.86089,1.129365,
2,08-05-20,1,-67.0,-0.33724523,-146.3334,-0.73657364,
2,03-05-21,1,37.0,0.11425395,-92.61,-0.28597263,
2,11-09-20,1,-11.5,-0.051131792,-101.440605,-0.4510331,
2,21-07-20,1,-16.601562,-0.07321753,-107.265564,-0.47306275,
2,04-04-22,1,755.14844,2.00221,602.77515,1.5982112,
2,13-07-20,1,-68.25,-0.3019277,-158.5325,-0.7013183,
2,27-06-22,1,-107.0,-0.3141713,-243.01741,-0.71354926,
2,01-07-20,1,9.400391,0.04336304,-77.33182,-0.3567247,
2,04-10-22,1,156.55078,0.40278435,0.76908875,0.0019799015,
2,04-10-21,1,63.851562,0.17035057,-86.20595,-0.22999306,
2,06-02-20,1,117.54883,0.37720457,-7.3388824,-0.023546692,
2,05-08-20,1,141.45117,0.6518682,54.370872,0.25056553,
2,14-12-21,1,-25.347656,-0.068662696,-172.96176,-0.46852314,
2,14-12-20,1,-103.90039,-0.3372185,-226.9366,-0.7365407,
2,25-08-20,2,120.84961,0.52571994,-63.546295,-0.27534252,
2,13-08-20,1,-33.648438,-0.15006083,-123.27394,-0.54975843,
2,16-10-20,1,104.40039,0.44506946,10.363182,0.044179723,
2,23-05-19,1,248.44922,0.80327195,124.23371,0.40166757,
2,03-05-16,1,17.050781,0.10238404,-49.59832,-0.29781675,
2,23-05-16,1,-14.6015625,-0.088101596,-80.86656,-0.4879174,
2,29-10-19,1,73.90039,0.24835332,-45.27202,-0.1521416,
2,02-11-20,3,-264.95117,-1.0868429,-557.1511,-2.2846665,
2,23-04-20,1,-62.34961,-0.31375057,-141.71432,-0.71311593,
2,19-01-22,1,-116.44922,-0.3055095,-268.68192,-0.7049029,
2,01-06-20,3,-68.15039,-0.33661982,-308.9099,-1.5359383,
2,09-11-20,1,145.20117,0.5334287,36.029373,0.13236162,
2,07-07-20,2,144.25195,0.6542859,-35.298737,-0.14702314,
2,26-08-20,1,-6.3007812,-0.02712983,-99.186386,-0.427072,
2,05-02-21,1,318.59766,0.8857907,174.09006,0.4840185,
2,23-10-20,1,-86.44922,-0.34938225,-185.25012,-0.748683,
2,06-01-22,1,-90.30078,-0.2395958,-240.87538,-0.6391156,
2,29-04-16,2,-43.501953,-0.26034772,-177.48415,-1.0598284,
2,12-10-18,1,199.5,0.7915253,98.283,0.3899431,
2,25-09-18,1,-77.04883,-0.30666995,-177.39212,-0.70605063,
2,08-12-21,1,-64.5,-0.17400853,-212.6396,-0.57365274,
2,21-02-22,1,297.25,0.78977716,146.10669,0.3882047,
2,20-03-23,1,-121.94922,-0.30967575,-279.2239,-0.70905316,
2,30-06-16,1,34.25,0.19216365,-37.1119,-0.20821747,
2,20-03-20,2,183.59961,0.9338316,25.118195,0.13196856,
2,18-02-16,1,-27.25,-0.19031122,-84.47011,-0.5899348,
2,15-05-20,1,-59.851562,-0.31610543,-135.46806,-0.71546656,
2,25-09-20,1,-72.45117,-0.34791896,-155.60287,-0.74722624,
2,26-08-19,1,-95.44922,-0.3476323,-205.08612,-0.7469363,
2,17-04-20,1,-63.59961,-0.3130642,-144.73322,-0.71244377,
2,18-07-22,1,-72.15234,-0.20665526,-211.66545,-0.606238,
2,05-02-16,3,-94.90137,-0.6268415,-276.07318,-1.8255882,
2,28-05-20,3,84.09961,0.4552427,-146.76341,-0.7456589,
2,04-11-19,1,-68.5,-0.22418955,-190.58101,-0.62374455,
2,19-06-20,1,-70.80078,-0.3345854,-155.30219,-0.73391885,
2,08-12-16,1,42.55078,0.23145552,-31.07032,-0.16900735,
2,29-04-20,1,261.30078,1.2460725,176.89838,0.8435806,
2,24-09-19,3,-331.79883,-1.0950814,-694.74243,-2.292897,
2,29-04-21,2,-276.70312,-0.81101215,-549.26935,-1.6093907,
2,07-12-21,1,418.85156,1.1581619,273.35306,0.75584143,
