sno,TradeType(l/s),costPercent,startTime,cutOffTime,endTime,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap,TradingDays,TotalTrades,TradeMaxProfit,TradeMaxLoss,DayMaxProfit,DayMaxLoss,TradeAverageProfit,TradeAverageLoss,TradeWinPercent,TradeExpectancy,Profit,DayAverageProfit,DayAverageLoss,DayWinPercent,DayExpectancy,Profit(Cost),DayWinPercent(Cost),DayAverageProfit(Cost),DayAverageLoss(Cost),DayExpectancy(Cost),
2,l,0.2,09:16,15:10,15:23,1.5,1000,-100,100,50,3,1,1000,11,-1000,1000,0,0.5,TRUE,2,1,0.4,0.3,1,15,5,382,491,774.5,-443.54883,1069.4004,-443.54883,160.15674,-83.33815,40.733196,1.3208038806915283,7779.9414,176.59003,-98.42124,43.193714,1.3642736673355103,-45441.29,19.371727,162.74303,-186.63728,0.20950045
