sno,TradeType(l/s),costPercent,startTime,cutOffTime,endTime,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap
2,l,0.2,09:16,15:10,15:23,1.5,1000,-100,100,50,3,1,1000,11,-1000,1000,0,0.5,TRUE,2,1,0.4,0.3,1,15,5
