Sno,BN/N(0/1),CostPercent,StartTime,CutOffTime,EndTime,BBPeriod,BBSd
1,0,.1,09:20,14:00,15:20,20,2
2,0,.1,09:20,14:00,15:20,20,2
3,0,.1,09:20,14:00,15:20,200,12
4,0,.1,09:20,14:00,15:20,202,2
