sno,TradeType(l/s),Positional,costPercent,startTime,cutOffTime,endTime,CandlePeriod,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap
1028,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-7,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1029,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-7,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1030,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,15,-7,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1031,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,15,-7,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1032,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,15,-7,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1033,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,15,-7,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1034,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,15,-7,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1035,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,15,-7,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1036,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,15,-7,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1037,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,20,-7,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1038,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,20,-7,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1039,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,20,-7,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1040,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,20,-7,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1041,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,20,-7,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1042,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,20,-7,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1043,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,20,-7,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1044,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,30,-7,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1045,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,30,-7,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1046,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,30,-7,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1047,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,30,-7,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1048,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,30,-7,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1049,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,30,-7,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1050,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,30,-7,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1051,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,15,-10,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1052,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,15,-10,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1053,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,15,-10,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1054,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,15,-10,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1055,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,15,-10,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1056,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,15,-10,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1057,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,15,-10,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1058,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,15,-10,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1059,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,15,-10,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1060,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,15,-10,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1061,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,20,-10,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1062,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,20,-10,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1063,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,20,-10,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1064,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,20,-10,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1065,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,20,-10,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1066,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,20,-10,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1067,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,20,-10,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1068,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,20,-10,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1069,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,20,-10,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1070,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,20,-10,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1071,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,30,-10,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1072,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,30,-10,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1073,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,30,-10,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1074,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,30,-10,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1075,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,30,-10,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1076,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,30,-10,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1077,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,30,-10,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1078,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,30,-10,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1079,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,30,-10,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1080,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,2,0,1000,30,-10,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1081,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,15,-10,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1082,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,15,-10,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1083,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,15,-10,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1084,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,15,-10,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1085,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,15,-10,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1086,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,15,-10,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1087,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,15,-10,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1088,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,15,-10,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1089,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,15,-10,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1090,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,15,-10,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1091,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,20,-10,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1092,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,20,-10,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1093,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,20,-10,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1094,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,20,-10,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1095,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,20,-10,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1096,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,20,-10,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1097,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,20,-10,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1098,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,20,-10,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1099,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,20,-10,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1100,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,20,-10,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1101,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,30,-10,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1102,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,30,-10,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1103,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,30,-10,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1104,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,30,-10,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1105,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,30,-10,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1106,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,30,-10,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1107,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,30,-10,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1108,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,30,-10,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1109,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,30,-10,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1110,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,30,-10,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1111,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-10,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1112,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-10,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1113,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-10,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1114,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-10,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1115,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-10,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1116,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-10,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1117,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-10,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1118,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-10,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1119,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-10,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1120,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-10,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1121,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-10,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1122,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-10,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1123,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-10,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1124,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-10,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1125,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-10,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1126,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-10,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1127,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-10,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1128,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-10,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1129,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-10,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1130,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-10,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1131,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-10,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1132,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-10,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1133,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-10,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1134,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-10,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1135,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-10,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1136,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-10,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1137,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-10,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1138,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-10,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1139,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-10,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1140,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-10,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1141,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-10,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1142,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-10,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1143,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-10,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1144,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-10,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1145,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-10,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1146,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-10,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1147,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-10,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1148,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-10,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1149,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-10,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1150,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-10,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1151,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-10,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1152,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-10,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1153,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-10,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1154,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-10,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1155,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-10,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1156,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-10,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1157,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-10,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1158,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-10,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1159,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-10,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1160,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-10,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1161,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,30,-10,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1162,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,30,-10,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1163,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,30,-10,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1164,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,30,-10,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1165,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,30,-10,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1166,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,30,-10,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1167,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,30,-10,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1168,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,30,-10,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1169,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,30,-10,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1170,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,30,-10,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1171,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,15,-10,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1172,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,15,-10,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1173,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,15,-10,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1174,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,15,-10,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1175,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,15,-10,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1176,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,15,-10,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1177,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,15,-10,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1178,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,15,-10,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1179,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,15,-10,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1180,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,15,-10,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1181,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,20,-10,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1182,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,20,-10,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1183,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,20,-10,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1184,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,20,-10,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1185,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,20,-10,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1186,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,20,-10,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
1187,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,2,0,1000,20,-10,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5
