S.no,Date,TotalTrades,Profit,Profit%,ProfitCost,ProfitCost%,
89,02-08-22,1,-153.94922,-0.4053653,-191.84766,-0.50515604,
89,16-08-22,2,296.64844,0.76078486,218.5,0.56039965,
89,24-08-22,1,87.75,0.22750017,49.13672,0.12739159,
89,25-08-22,1,36.601562,0.093681656,-2.4882812,-0.0063687526,
89,15-09-22,1,286.44922,0.6998506,245.375,0.5994984,
89,17-11-22,1,164.65234,0.38933742,122.28125,0.2891466,
89,25-11-22,2,-13.703125,-0.031884164,-99.60547,-0.23186284,
89,28-11-22,1,-109.10156,-0.2531811,-152.14062,-0.35305756,
89,06-12-22,2,-36.101562,-0.08336806,-122.51172,-0.28332824,
89,14-12-22,2,73.60156,0.16814405,-14.390625,-0.03193523,
89,27-12-22,2,491.55078,1.1647708,406.875,0.96418625,
89,28-12-22,1,-29.25,-0.06825803,-72.08594,-0.1682203,
89,16-01-23,1,156.39844,0.37108418,114.171875,0.27089384,
89,23-01-23,1,-157.69922,-0.36748162,-200.53516,-0.4673009,
89,09-03-23,1,-5.8007812,-0.013991272,-47.257812,-0.113984115,
89,06-04-23,3,103.90234,0.25817236,-18.808594,-0.041948915,
89,18-04-23,2,432.25,1.0504596,348.07422,0.84992987,
89,20-04-23,1,-146.64844,-0.34629655,-188.92188,-0.4461213,
89,28-04-23,1,-194.64844,-0.45241356,-237.57422,-0.5521842,
89,05-05-23,1,-34.25,-0.07897109,-77.60156,-0.17892788,
89,09-05-23,2,-209.29688,-0.4812923,-296.15234,-0.6810429,
89,11-05-23,1,11.6015625,0.026690045,-31.871094,-0.07332124,
89,16-05-23,1,246.59766,0.56409526,202.75781,0.46381113,
89,22-05-23,1,-161.35156,-0.36706805,-205.22656,-0.46688184,
89,23-05-23,1,-79.84766,-0.18132587,-123.84375,-0.28123647,
89,05-06-23,1,-76.19922,-0.17240228,-120.359375,-0.27231553,
89,07-06-23,1,-52.453125,-0.1186203,-96.64453,-0.2185571,
89,08-06-23,1,-105.65234,-0.23806912,-149.97656,-0.33794603,
89,13-06-23,1,-102.34766,-0.23201957,-146.40625,-0.3318993,
89,22-06-23,1,70.953125,0.16207615,27.136719,0.061987612,
89,04-07-23,3,1462.25,3.342992,1327.707,3.041319,
89,07-07-23,1,-119.80078,-0.2644317,-165.04688,-0.36430168,
89,13-07-23,1,-104.0,-0.23113269,-148.9414,-0.33101177,
89,18-07-23,1,544.10156,1.2128096,498.96875,1.112208,
89,01-08-23,1,20.351562,0.044669658,-25.21875,-0.05535265,
89,08-08-23,1,-72.05078,-0.16010751,-117.015625,-0.26002607,
89,10-08-23,1,-328.09766,-0.7298455,-372.88672,-0.8294777,
89,17-08-23,1,-150.05078,-0.34089318,-193.99219,-0.44072157,
89,29-08-23,1,40.203125,0.09034888,-4.3164062,-0.009700302,
89,05-09-23,2,207.5,0.47349322,118.58594,0.27326703,
89,12-09-23,1,97.69922,0.21522236,52.253906,0.115110524,
89,18-09-23,2,-4.6015625,-0.009831473,-96.88281,-0.20982364,
89,06-10-23,2,-196.70312,-0.44290087,-285.33594,-0.642673,
89,11-10-23,1,128.85156,0.29087314,84.48828,0.19072622,
89,17-10-23,1,-116.25,-0.2614248,-160.66016,-0.36129507,
89,07-11-23,1,-112.60156,-0.2586113,-156.08594,-0.3584816,
89,09-11-23,1,-73.85156,-0.16881707,-117.5625,-0.2687358,
89,16-11-23,2,-30.449219,-0.060507536,-118.63672,-0.26048017,
89,24-11-23,1,-120.05078,-0.27459133,-163.71094,-0.37445492,
89,11-12-23,1,12.050781,0.025483992,-35.242188,-0.074527256,
89,18-12-23,1,-38.097656,-0.079521045,-85.984375,-0.17947476,
89,22-12-23,1,-368.55078,-0.76919466,-416.28125,-0.8688119,
89,29-12-23,1,338.15234,0.70519733,290.03125,0.60484356,
90,21-01-15,2,690.75,3.548499,651.4551,3.3467224,
90,22-01-15,1,-64.65039,-0.32436696,-84.54883,-0.42420235,
90,28-01-15,1,281.4004,1.3916624,261.04102,1.2909753,
90,30-01-15,1,-106.69922,-0.5196791,-127.177734,-0.6194199,
90,10-02-15,1,-153.15039,-0.81507194,-171.86328,-0.9146626,
90,25-02-15,1,-99.65039,-0.5238802,-118.62305,-0.62362283,
90,03-03-15,1,1141.8008,6.080006,1122.4492,5.9769607,
90,12-03-15,1,-103.25,-0.5371799,-122.41992,-0.63691545,
90,13-03-15,1,-195.25,-1.0127338,-214.4336,-1.1122363,
90,17-03-15,1,-29.84961,-0.15792525,-48.73633,-0.25784916,
90,19-03-15,1,-161.05078,-0.83271694,-180.31055,-0.9323,
90,31-03-15,1,-148.90039,-0.81061137,-167.19336,-0.910198,
90,07-04-15,1,-231.59961,-1.2403512,-250.15625,-1.3397329,
90,12-05-15,2,-400.1504,-2.2136753,-436.05078,-2.4125702,
90,13-05-15,1,-249.19922,-1.3847902,-267.0703,-1.4840991,
90,14-05-15,1,-116.0,-0.6436631,-133.96484,-0.7433468,
90,15-05-15,1,-20.34961,-0.11188789,-38.527344,-0.21183419,
90,19-05-15,1,86.15039,0.47094858,67.81445,0.3707136,
90,22-05-15,1,-36.75,-0.19747181,-55.341797,-0.29737267,
90,28-05-15,1,93.34961,0.5076908,74.916016,0.40743792,
90,15-06-15,1,-130.0,-0.74230146,-147.44727,-0.84192556,
90,19-06-15,2,41.75,0.23592025,6.2558594,0.035812363,
90,24-06-15,1,-118.59961,-0.6425499,-136.99805,-0.7422291,
90,02-07-15,2,452.5,2.4671478,415.57617,2.265922,
90,03-07-15,1,-72.14844,-0.38618296,-90.79492,-0.48599046,
90,30-07-15,1,-35.15039,-0.19083196,-53.55078,-0.29072794,
90,03-08-15,1,285.75,1.5348505,266.99023,1.434086,
90,04-08-15,1,-124.75,-0.6548642,-143.73828,-0.7545416,
90,07-08-15,1,-66.65039,-0.35056552,-85.62891,-0.45038807,
90,10-08-15,1,-208.25,-1.0928288,-227.20117,-1.1922784,
90,18-08-15,1,389.25,2.1161447,370.66016,2.0150816,
90,20-10-15,1,-78.75,-0.43908927,-96.64453,-0.53886443,
90,30-10-15,1,-76.05078,-0.43753487,-93.39453,-0.5373168,
90,20-11-15,1,-81.15039,-0.47334573,-98.25391,-0.57310957,
90,17-12-15,1,158.34961,0.96448195,141.85156,0.863995,
90,18-12-15,1,-50.54883,-0.30291253,-67.21094,-0.40275976,
90,22-12-15,2,5.0507812,0.03279248,-28.585938,-0.16723844,
90,30-12-15,1,-52.09961,-0.30611897,-69.09375,-0.40597054,
90,08-01-16,1,-56.899414,-0.35140777,-73.0625,-0.4512301,
90,16-06-16,1,22.90039,0.1294429,5.1972656,0.02937719,
90,08-07-16,1,-167.45117,-0.9248048,-185.47266,-1.0243344,
90,13-07-16,1,33.80078,0.18238062,15.251953,0.082295746,
90,18-07-16,1,113.54883,0.6004364,94.58203,0.5001416,
90,26-07-16,1,210.05078,1.1184307,191.16406,1.017867,
90,27-07-16,1,-181.55078,-0.94971967,-200.57617,-1.0492443,
90,22-08-16,1,129.30078,0.67404014,110.052734,0.5737008,
90,01-09-16,2,44.248047,0.23107702,4.6367188,0.030966341,
90,07-09-16,1,-127.65039,-0.6213179,-148.13281,-0.7210129,
90,15-09-16,2,-113.30078,-0.57035303,-152.97266,-0.7700715,
90,21-09-16,2,-72.30078,-0.363094,-112.08594,-0.562919,
90,04-10-16,2,-53.75,-0.27274427,-92.87109,-0.47260904,
90,10-10-16,1,-59.20117,-0.30434018,-78.625,-0.40419382,
90,17-10-16,1,-179.30078,-0.9331583,-198.42578,-1.032693,
90,21-10-16,1,-57.5,-0.2928377,-77.10742,-0.39269495,
90,01-11-16,1,-63.19922,-0.32317048,-82.72266,-0.42300397,
90,30-01-17,2,1180.1504,6.191584,1141.4121,5.9884944,
90,01-02-17,1,-128.84961,-0.6558434,-148.42969,-0.7555058,
90,17-02-17,1,245.80078,1.213175,225.41602,1.1125638,
90,22-02-17,2,433.3496,2.0979025,391.80664,1.8968539,
90,23-02-17,1,-78.90039,-0.37611824,-99.83789,-0.4759273,
90,02-03-17,1,-91.44922,-0.43841717,-112.26172,-0.5381945,
90,07-03-17,1,-60.79883,-0.29398614,-81.44922,-0.39383885,
90,10-03-17,2,-92.50195,-0.44531894,-133.99219,-0.6450943,
90,17-03-17,1,4.6503906,0.02193146,-16.554688,-0.07807268,
90,31-03-17,2,295.95117,1.3883772,253.1543,1.1876794,
90,12-04-17,1,21.798828,0.100970514,0.19921875,9.2276616E-4,
90,28-04-17,1,-40.65039,-0.18244338,-62.91211,-0.2823564,
90,11-05-17,2,32.69922,0.14432868,-13.035156,-0.055730492,
90,16-05-17,1,-57.5,-0.2518274,-80.30469,-0.35170296,
90,19-05-17,1,-110.5,-0.48287538,-133.32812,-0.5826323,
90,06-06-17,2,-10.949219,-0.04648964,-57.789062,-0.24647394,
90,29-06-17,1,-182.44922,-0.77828896,-205.80078,-0.87790173,
90,04-07-17,1,-76.0,-0.3260697,-99.26953,-0.42590508,
90,11-07-17,1,123.15039,0.5236665,99.572266,0.4234064,
90,18-07-17,2,47.552734,0.19976638,-0.5078125,-3.323257E-4,
90,26-07-17,2,-30.546875,-0.12431491,-79.640625,-0.3242563,
90,01-08-17,1,25.050781,0.100156255,0.02734375,1.09323846E-4,
90,02-08-17,1,-35.398438,-0.14085315,-60.51367,-0.24078864,
90,07-08-17,1,95.80078,0.38626856,70.95117,0.286075,
90,21-08-17,1,-106.34961,-0.43917355,-130.51172,-0.53895164,
90,29-08-17,2,-72.40039,-0.29442436,-120.86914,-0.49427527,
90,01-09-17,1,52.05078,0.2137236,27.669922,0.11361434,
90,13-09-17,2,-54.546875,-0.21933311,-104.259766,-0.41922957,
90,27-09-17,1,-119.79883,-0.49511626,-143.93555,-0.59487087,
90,29-09-17,1,40.54883,0.16894957,16.527344,0.06886235,
90,04-10-17,1,-42.90039,-0.17765902,-67.02734,-0.27757353,
90,09-10-17,1,-82.79883,-0.34103838,-107.03516,-0.44086486,
90,11-10-17,2,-110.19922,-0.45132938,-158.91016,-0.6511047,
90,16-10-17,1,262.5,1.0788196,238.03711,0.9782823,
90,26-10-17,1,757.8496,3.1252947,733.2207,3.0237277,
90,31-10-17,2,-64.39844,-0.25712645,-114.453125,-0.45699906,
90,02-11-17,1,-68.80078,-0.26914677,-94.328125,-0.36900905,
90,10-11-17,1,-58.05078,-0.22867243,-83.4082,-0.32855985,
90,21-11-17,1,-88.19922,-0.34149015,-113.98242,-0.44131768,
90,06-12-17,1,-154.15039,-0.61208314,-179.25781,-0.71177685,
90,18-12-17,2,258.25195,1.0336249,207.33203,0.83311117,
90,20-12-17,1,-107.15039,-0.416291,-132.83594,-0.51608217,
90,22-12-17,1,-14.650391,-0.057201274,-40.25586,-0.15717578,
90,01-01-18,2,-58.90039,-0.23047774,-109.978516,-0.43036044,
90,03-01-18,1,-63.75,-0.2507715,-89.140625,-0.35064983,
90,12-01-18,1,17.050781,0.06646156,-8.613281,-0.03357337,
90,25-01-18,1,245.94922,0.9072637,218.7168,0.8068081,
90,04-04-18,2,-153.19922,-0.6239351,-202.20703,-0.8236171,
90,11-04-18,2,-157.15039,-0.6200298,-207.27344,-0.81972086,
90,13-04-18,1,72.75,0.28916323,47.554688,0.1890181,
90,17-04-18,2,-150.69922,-0.59474677,-201.26562,-0.79444283,
90,24-04-18,1,-81.25,-0.32444263,-106.25195,-0.42427891,
90,30-04-18,2,552.39844,2.2216222,501.6582,2.020519,
90,02-05-18,2,-163.75195,-0.63792306,-214.98242,-0.8375951,
90,10-05-18,2,505.29883,1.9614466,453.23047,1.7604697,
90,15-05-18,1,-97.75,-0.36598423,-124.4082,-0.4657948,
90,23-05-18,1,-67.60156,-0.26117072,-93.45117,-0.36103767,
90,29-05-18,1,13.550781,0.05119085,-12.927734,-0.048837166,
90,11-06-18,1,-90.40039,-0.34032768,-116.91797,-0.44015762,
90,21-06-18,1,68.5,0.25927523,42.046875,0.15914911,
90,23-07-18,1,-96.94922,-0.36032632,-123.80664,-0.46014595,
90,31-07-18,2,-65.70117,-0.23674297,-121.13281,-0.43662852,
90,07-08-18,2,618.25,2.2421076,562.7871,2.0409813,
90,08-08-18,1,29.298828,0.104857564,1.3417969,0.0048021562,
90,17-09-18,1,-198.15039,-0.7331802,-225.07812,-0.8328161,
90,22-11-18,1,-18.798828,-0.071560204,-45.058594,-0.17152144,
90,28-11-18,2,87.39844,0.33531058,34.54492,0.13514173,
90,30-11-18,1,205.0,0.7702568,178.2832,0.66987246,
90,03-12-18,1,-102.94922,-0.38190517,-129.85547,-0.4817178,
90,10-12-18,1,-204.09961,-0.7722636,-230.42773,-0.87188286,
90,13-12-18,1,-132.5,-0.49256688,-159.33203,-0.5923146,
90,07-01-19,1,150.09961,0.55288875,122.87695,0.45261464,
90,10-01-19,1,-158.40039,-0.57096857,-186.06445,-0.67068624,
90,16-01-19,2,-36.15039,-0.13124263,-91.07422,-0.33118448,
90,21-01-19,1,-44.15039,-0.16015175,-71.69531,-0.26006857,
90,23-01-19,1,-79.79883,-0.2896683,-107.30664,-0.38952112,
90,25-01-19,1,-99.30078,-0.36263594,-126.634766,-0.46245673,
90,01-02-19,1,216.05078,0.8010351,188.9707,0.7006324,
90,07-02-19,2,220.30078,0.8088511,165.5918,0.6084547,
90,26-02-19,1,-198.05078,-0.73319554,-224.96289,-0.8328257,
90,07-03-19,2,1052.4512,3.891923,997.8301,3.6899748,
90,14-03-19,1,677.14844,2.3981485,648.5742,2.2969518,
90,18-03-19,1,114.10156,0.38917676,84.72461,0.28897807,
90,22-03-19,1,-52.25,-0.1751877,-82.04883,-0.27509946,
90,27-03-19,1,540.3496,1.8333217,510.60547,1.7324045,
90,01-04-19,1,-84.65039,-0.27685013,-115.18555,-0.37671575,
90,03-04-19,1,-128.45117,-0.42123216,-158.88281,-0.5210272,
90,10-04-19,1,-5.9003906,-0.019682074,-35.875,-0.119669095,
90,18-04-19,2,91.09961,0.30025747,30.316406,0.1001062,
90,25-04-19,1,47.45117,0.15939607,17.658203,0.059316725,
90,30-04-19,1,-247.29883,-0.8250486,-277.14844,-0.9246341,
90,02-05-19,1,-125.05078,-0.41869214,-154.85547,-0.5184835,
90,10-05-19,1,-121.70117,-0.41825226,-150.73828,-0.51804453,
90,21-05-19,1,1722.0508,5.9608707,1692.3008,5.857891,
90,27-06-19,1,-7.201172,-0.023045482,-38.445312,-0.12303425,
90,02-07-19,1,-70.44922,-0.2249132,-101.73828,-0.32480532,
90,18-07-19,2,38.351562,0.1255343,-22.972656,-0.0745353,
90,25-07-19,1,-222.89844,-0.762647,-252.01367,-0.86226475,
90,29-07-19,1,-23.550781,-0.08045937,-52.808594,-0.18041638,
90,29-11-19,1,36.65039,0.11460965,4.654297,0.014554479,
90,23-12-19,1,-78.55078,-0.24198024,-110.97266,-0.3418577,
90,30-12-19,1,-209.89844,-0.6442516,-242.375,-0.74393344,
90,03-01-20,1,-56.80078,-0.1761311,-89.021484,-0.27604288,
90,27-01-20,1,169.94922,0.54908407,138.91211,0.44880718,
90,03-02-20,1,-1178.75,-3.8155768,-1209.0547,-3.9136722,
90,13-02-20,1,-173.05078,-0.54850566,-204.51367,-0.6482311,
90,20-02-20,1,-48.80078,-0.15754612,-79.75195,-0.25746742,
90,12-07-21,1,-108.80078,-0.3082389,-144.04297,-0.40808204,
90,14-07-21,1,-157.34766,-0.43951306,-193.0664,-0.5392848,
90,26-08-21,1,-130.95312,-0.36633214,-166.63672,-0.46615446,
90,01-09-21,1,-278.25,-0.75373614,-315.02734,-0.85336024,
90,14-09-21,1,-144.0,-0.39201966,-180.66016,-0.49182177,
90,17-09-21,1,821.59766,2.2376277,784.46875,2.1365068,
90,24-09-21,2,147.29688,0.40118062,71.87109,0.20099425,
90,08-10-21,1,-188.5,-0.4965662,-226.36719,-0.59631985,
90,13-10-21,1,168.19922,0.43723258,129.64453,0.33700994,
90,19-10-21,1,667.14844,1.7169657,627.95703,1.616103,
90,26-10-21,2,361.35156,0.88617593,279.25,0.6857325,
90,29-07-22,1,552.3008,1.5039867,515.3047,1.4032416,
90,02-08-22,1,-153.94922,-0.4053653,-191.84766,-0.50515604,
90,16-08-22,2,296.64844,0.76078486,218.5,0.56039965,
90,24-08-22,1,87.75,0.22750017,49.13672,0.12739159,
90,25-08-22,1,36.601562,0.093681656,-2.4882812,-0.0063687526,
90,15-09-22,1,286.44922,0.6998506,245.375,0.5994984,
90,17-11-22,1,164.65234,0.38933742,122.28125,0.2891466,
90,25-11-22,1,29.5,0.06873348,-13.433594,-0.031299587,
90,28-11-22,1,-109.10156,-0.2531811,-152.14062,-0.35305756,
90,06-12-22,2,-36.101562,-0.08336806,-122.51172,-0.28332824,
90,14-12-22,2,73.60156,0.16814405,-14.390625,-0.03193523,
90,27-12-22,2,491.55078,1.1647708,406.875,0.96418625,
90,28-12-22,1,-29.25,-0.06825803,-72.08594,-0.1682203,
90,16-01-23,1,156.39844,0.37108418,114.171875,0.27089384,
90,09-03-23,1,-5.8007812,-0.013991272,-47.257812,-0.113984115,
90,06-04-23,2,21.550781,0.056351066,-60.316406,-0.14367327,
90,18-04-23,2,432.25,1.0504596,348.07422,0.84992987,
90,20-04-23,1,-146.64844,-0.34629655,-188.92188,-0.4461213,
90,28-04-23,1,-194.64844,-0.45241356,-237.57422,-0.5521842,
90,05-05-23,1,-34.25,-0.07897109,-77.60156,-0.17892788,
90,09-05-23,2,-209.29688,-0.4812923,-296.15234,-0.6810429,
90,11-05-23,1,11.6015625,0.026690045,-31.871094,-0.07332124,
90,22-05-23,1,-161.35156,-0.36706805,-205.22656,-0.46688184,
90,23-05-23,1,-79.84766,-0.18132587,-123.84375,-0.28123647,
90,07-06-23,1,-52.453125,-0.1186203,-96.64453,-0.2185571,
90,08-06-23,1,-105.65234,-0.23806912,-149.97656,-0.33794603,
90,13-06-23,1,-102.34766,-0.23201957,-146.40625,-0.3318993,
90,04-07-23,3,1462.25,3.342992,1327.707,3.041319,
90,07-07-23,1,-119.80078,-0.2644317,-165.04688,-0.36430168,
90,13-07-23,1,-104.0,-0.23113269,-148.9414,-0.33101177,
90,18-07-23,1,544.10156,1.2128096,498.96875,1.112208,
90,01-08-23,1,20.351562,0.044669658,-25.21875,-0.05535265,
90,08-08-23,1,-72.05078,-0.16010751,-117.015625,-0.26002607,
90,10-08-23,1,-328.09766,-0.7298455,-372.88672,-0.8294777,
90,17-08-23,1,-150.05078,-0.34089318,-193.99219,-0.44072157,
90,29-08-23,1,40.203125,0.09034888,-4.3164062,-0.009700302,
90,05-09-23,2,207.5,0.47349322,118.58594,0.27326703,
90,12-09-23,1,97.69922,0.21522236,52.253906,0.115110524,
90,18-09-23,1,36.44922,0.079059206,-9.671875,-0.020978523,
90,06-10-23,2,-196.70312,-0.44290087,-285.33594,-0.642673,
90,11-10-23,1,128.85156,0.29087314,84.48828,0.19072622,
90,07-11-23,1,-112.60156,-0.2586113,-156.08594,-0.3584816,
90,09-11-23,1,-73.85156,-0.16881707,-117.5625,-0.2687358,
90,16-11-23,2,-30.449219,-0.060507536,-118.63672,-0.26048017,
90,24-11-23,1,-120.05078,-0.27459133,-163.71094,-0.37445492,
90,11-12-23,1,12.050781,0.025483992,-35.242188,-0.074527256,
90,18-12-23,1,-38.097656,-0.079521045,-85.984375,-0.17947476,
90,22-12-23,1,-368.55078,-0.76919466,-416.28125,-0.8688119,
90,29-12-23,1,338.15234,0.70519733,290.03125,0.60484356,
91,21-01-15,2,690.75,3.548499,651.4551,3.3467224,
91,22-01-15,1,-64.65039,-0.32436696,-84.54883,-0.42420235,
91,28-01-15,1,281.4004,1.3916624,261.04102,1.2909753,
91,30-01-15,1,-106.69922,-0.5196791,-127.177734,-0.6194199,
91,10-02-15,1,-153.15039,-0.81507194,-171.86328,-0.9146626,
91,25-02-15,1,-99.65039,-0.5238802,-118.62305,-0.62362283,
91,03-03-15,1,1141.8008,6.080006,1122.4492,5.9769607,
91,13-03-15,1,-195.25,-1.0127338,-214.4336,-1.1122363,
91,17-03-15,1,-29.84961,-0.15792525,-48.73633,-0.25784916,
91,19-03-15,1,-161.05078,-0.83271694,-180.31055,-0.9323,
91,31-03-15,1,-148.90039,-0.81061137,-167.19336,-0.910198,
91,07-04-15,1,-231.59961,-1.2403512,-250.15625,-1.3397329,
91,12-05-15,1,-127.30078,-0.7081196,-145.21484,-0.8077678,
91,13-05-15,1,-249.19922,-1.3847902,-267.0703,-1.4840991,
91,14-05-15,1,-116.0,-0.6436631,-133.96484,-0.7433468,
91,15-05-15,1,-20.34961,-0.11188789,-38.527344,-0.21183419,
91,19-05-15,1,86.15039,0.47094858,67.81445,0.3707136,
91,28-05-15,1,93.34961,0.5076908,74.916016,0.40743792,
91,15-06-15,1,-130.0,-0.74230146,-147.44727,-0.84192556,
91,19-06-15,2,41.75,0.23592025,6.2558594,0.035812363,
91,24-06-15,1,-118.59961,-0.6425499,-136.99805,-0.7422291,
91,02-07-15,2,452.5,2.4671478,415.57617,2.265922,
91,03-07-15,1,-72.14844,-0.38618296,-90.79492,-0.48599046,
91,14-07-15,1,128.10156,0.68749094,109.4043,0.5871472,
91,03-08-15,1,285.75,1.5348505,266.99023,1.434086,
91,04-08-15,1,-124.75,-0.6548642,-143.73828,-0.7545416,
91,07-08-15,1,-66.65039,-0.35056552,-85.62891,-0.45038807,
91,10-08-15,1,-208.25,-1.0928288,-227.20117,-1.1922784,
91,18-08-15,1,389.25,2.1161447,370.66016,2.0150816,
91,20-10-15,1,-78.75,-0.43908927,-96.64453,-0.53886443,
91,30-10-15,1,-76.05078,-0.43753487,-93.39453,-0.5373168,
91,20-11-15,1,-81.15039,-0.47334573,-98.25391,-0.57310957,
91,17-12-15,1,158.34961,0.96448195,141.85156,0.863995,
91,18-12-15,1,-50.54883,-0.30291253,-67.21094,-0.40275976,
91,22-12-15,1,-59.90039,-0.35489586,-76.75,-0.4547259,
91,30-12-15,1,-52.09961,-0.30611897,-69.09375,-0.40597054,
91,08-01-16,1,-56.899414,-0.35140777,-73.0625,-0.4512301,
91,16-06-16,1,22.90039,0.1294429,5.1972656,0.02937719,
91,13-07-16,1,33.80078,0.18238062,15.251953,0.082295746,
91,18-07-16,2,414.39844,2.207217,376.5586,2.006125,
91,26-07-16,1,210.05078,1.1184307,191.16406,1.017867,
91,27-07-16,1,-181.55078,-0.94971967,-200.57617,-1.0492443,
91,22-08-16,1,129.30078,0.67404014,110.052734,0.5737008,
91,01-09-16,2,44.248047,0.23107702,4.6367188,0.030966341,
91,07-09-16,1,-127.65039,-0.6213179,-148.13281,-0.7210129,
91,15-09-16,2,-113.30078,-0.57035303,-152.97266,-0.7700715,
91,21-09-16,2,-72.30078,-0.363094,-112.08594,-0.562919,
91,04-10-16,2,-53.75,-0.27274427,-92.87109,-0.47260904,
91,10-10-16,1,-59.20117,-0.30434018,-78.625,-0.40419382,
91,17-10-16,1,-179.30078,-0.9331583,-198.42578,-1.032693,
91,21-10-16,1,-57.5,-0.2928377,-77.10742,-0.39269495,
91,01-11-16,1,-63.19922,-0.32317048,-82.72266,-0.42300397,
91,30-01-17,2,1188.3496,6.2355022,1149.6152,6.0323896,
91,17-02-17,1,245.80078,1.213175,225.41602,1.1125638,
91,22-02-17,2,433.3496,2.0979025,391.80664,1.8968539,
91,23-02-17,1,-78.90039,-0.37611824,-99.83789,-0.4759273,
91,02-03-17,1,-91.44922,-0.43841717,-112.26172,-0.5381945,
91,07-03-17,1,-60.79883,-0.29398614,-81.44922,-0.39383885,
91,10-03-17,2,-92.50195,-0.44531894,-133.99219,-0.6450943,
91,17-03-17,1,4.6503906,0.02193146,-16.554688,-0.07807268,
91,31-03-17,2,295.95117,1.3883772,253.1543,1.1876794,
91,12-04-17,1,21.798828,0.100970514,0.19921875,9.2276616E-4,
91,28-04-17,1,-40.65039,-0.18244338,-62.91211,-0.2823564,
91,11-05-17,2,32.69922,0.14432868,-13.035156,-0.055730492,
91,16-05-17,1,-57.5,-0.2518274,-80.30469,-0.35170296,
91,19-05-17,1,-110.5,-0.48287538,-133.32812,-0.5826323,
91,06-06-17,2,-10.949219,-0.04648964,-57.789062,-0.24647394,
91,29-06-17,1,-182.44922,-0.77828896,-205.80078,-0.87790173,
91,04-07-17,1,-76.0,-0.3260697,-99.26953,-0.42590508,
91,11-07-17,1,123.15039,0.5236665,99.572266,0.4234064,
91,18-07-17,2,47.552734,0.19976638,-0.5078125,-3.323257E-4,
91,26-07-17,2,-30.546875,-0.12431491,-79.640625,-0.3242563,
91,02-08-17,1,-35.398438,-0.14085315,-60.51367,-0.24078864,
91,07-08-17,1,95.80078,0.38626856,70.95117,0.286075,
91,21-08-17,1,-106.34961,-0.43917355,-130.51172,-0.53895164,
91,29-08-17,2,-72.40039,-0.29442436,-120.86914,-0.49427527,
91,01-09-17,1,52.05078,0.2137236,27.669922,0.11361434,
91,13-09-17,2,-54.546875,-0.21933311,-104.259766,-0.41922957,
91,27-09-17,1,-119.79883,-0.49511626,-143.93555,-0.59487087,
91,04-10-17,1,-42.90039,-0.17765902,-67.02734,-0.27757353,
91,09-10-17,1,-82.79883,-0.34103838,-107.03516,-0.44086486,
91,16-10-17,1,262.5,1.0788196,238.03711,0.9782823,
91,26-10-17,1,757.8496,3.1252947,733.2207,3.0237277,
91,31-10-17,2,-64.39844,-0.25712645,-114.453125,-0.45699906,
91,02-11-17,1,-68.80078,-0.26914677,-94.328125,-0.36900905,
91,10-11-17,1,-58.05078,-0.22867243,-83.4082,-0.32855985,
91,21-11-17,1,-88.19922,-0.34149015,-113.98242,-0.44131768,
91,18-12-17,2,258.25195,1.0336249,207.33203,0.83311117,
91,20-12-17,1,-107.15039,-0.416291,-132.83594,-0.51608217,
91,22-12-17,1,-14.650391,-0.057201274,-40.25586,-0.15717578,
91,01-01-18,2,-58.90039,-0.23047774,-109.978516,-0.43036044,
91,03-01-18,1,-63.75,-0.2507715,-89.140625,-0.35064983,
91,12-01-18,1,17.050781,0.06646156,-8.613281,-0.03357337,
91,25-01-18,1,245.94922,0.9072637,218.7168,0.8068081,
91,04-04-18,2,-153.19922,-0.6239351,-202.20703,-0.8236171,
91,11-04-18,2,-157.15039,-0.6200298,-207.27344,-0.81972086,
91,13-04-18,1,72.75,0.28916323,47.554688,0.1890181,
91,17-04-18,2,-150.69922,-0.59474677,-201.26562,-0.79444283,
91,24-04-18,1,-81.25,-0.32444263,-106.25195,-0.42427891,
91,30-04-18,2,552.39844,2.2216222,501.6582,2.020519,
91,02-05-18,2,-163.75195,-0.63792306,-214.98242,-0.8375951,
91,10-05-18,2,505.29883,1.9614466,453.23047,1.7604697,
91,15-05-18,1,-97.75,-0.36598423,-124.4082,-0.4657948,
91,23-05-18,1,-67.60156,-0.26117072,-93.45117,-0.36103767,
91,29-05-18,1,13.550781,0.05119085,-12.927734,-0.048837166,
91,11-06-18,1,-90.40039,-0.34032768,-116.91797,-0.44015762,
91,23-07-18,1,-96.94922,-0.36032632,-123.80664,-0.46014595,
91,31-07-18,2,-65.70117,-0.23674297,-121.13281,-0.43662852,
91,07-08-18,2,618.25,2.2421076,562.7871,2.0409813,
91,08-08-18,1,29.298828,0.104857564,1.3417969,0.0048021562,
91,10-08-18,1,-168.45117,-0.59415674,-196.71875,-0.6938614,
91,17-09-18,1,-198.15039,-0.7331802,-225.07812,-0.8328161,
91,28-11-18,2,104.447266,0.40063167,51.601562,0.20042741,
91,30-11-18,1,205.0,0.7702568,178.2832,0.66987246,
91,03-12-18,1,-102.94922,-0.38190517,-129.85547,-0.4817178,
91,10-12-18,1,-204.09961,-0.7722636,-230.42773,-0.87188286,
91,13-12-18,1,-132.5,-0.49256688,-159.33203,-0.5923146,
91,07-01-19,1,150.09961,0.55288875,122.87695,0.45261464,
