sno,TradeType(l/s),Positional,costPercent,startTime,cutOffTime,endTime,CandlePeriod,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap,TradingDays,TotalTrades,TradeMaxProfit,TradeMaxLoss,DayMaxProfit,DayMaxLoss,TradeAverageProfit,TradeAverageLoss,TradeWinPercent,TradeWinPercent(Cost),TradeExpectancy,TradeExpectancy(Cost),Profit,Profit %,DayAverageProfit,DayAverageLoss,DayWinPercent,DayExpectancy,ProfitCost,ProfitCost %,DayWinPercent(Cost),DayAverageProfit(Cost),DayAverageLoss(Cost),DayExpectancy(Cost),HoldingPeriodAvg,Calmar
2117,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,30,-25,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,16,16,329.6504,-215.59961,329.6504,-215.59961,130.77121,-67.37218,43.75,31.25,1.5096877,0.9011157,309.04883,1.4872231,130.77121,-67.37218,43.75,1.5096877,-85.74219,-0.11350185,31.25,156.2707,-78.82688,0.9011157,18.75,-0.03312124
2118,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,20,3,0,1000,30,-25,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,3,3,329.6504,-0.1484375,329.6504,-0.1484375,166.67578,-0.1484375,66.66667,33.333336,2245.7373,5.601765,333.20312,1.7003653,166.67578,-0.1484375,66.66667,2245.7373,254.625,1.3995183,33.333336,309.95703,-27.666016,5.601765,26.0,7.456413
2119,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-25,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,179,198,1611.6016,-553.4512,1611.6016,-553.4512,252.896,-131.46991,42.92929,36.363636,1.4469584,1.0431489,6640.0605,24.890383,277.5569,-128.50558,40.782124,1.4874659,796.3574,5.0779986,34.078213,297.1029,-146.8383,1.0459608,26.449495,0.38556412
2120,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-25,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,174,192,1611.6016,-553.4512,1611.6016,-553.4512,253.1549,-130.63107,43.75,36.979164,1.507285,1.0853795,7156.8555,27.287973,278.20145,-126.21224,41.37931,1.5559307,1499.8789,8.074399,34.482758,298.96555,-144.19347,1.0912441,26.791666,0.74617255
2121,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-25,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,168,186,1611.6016,-553.4512,1611.6016,-553.4512,245.61476,-132.09383,44.08602,37.096775,1.4660623,1.0555743,6402.6523,25.555565,270.08432,-127.58418,41.666664,1.5120789,948.5176,6.942838,34.523808,291.15427,-144.89482,1.0595112,26.45699,0.64160264
2122,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-25,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,160,178,1611.6016,-553.4512,1611.6016,-553.4512,247.6761,-131.53595,44.382023,38.202248,1.5025591,1.0828177,6544.3535,25.503689,273.6105,-126.747856,41.875,1.555192,1336.7754,7.6909804,35.625,286.82132,-145.74796,1.089047,26.505617,0.75817925
2123,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-25,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,156,172,1611.6016,-553.4512,1611.6016,-553.4512,243.28433,-130.17976,44.186047,37.7907,1.4794934,1.0604029,5992.3516,22.999573,273.23828,-124.94455,41.025642,1.5213053,938.44727,5.78813,34.615387,289.46863,-144.04764,1.063871,26.552326,0.6476858
2124,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-25,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,152,167,1611.6016,-553.4512,1611.6016,-553.4512,243.28433,-127.735214,45.50898,38.922153,1.5906539,1.1371788,6865.705,25.526363,269.6777,-122.56719,42.763157,1.6438602,1987.3848,8.813671,36.184208,284.28,-140.70119,1.145617,27.017963,1.0602896
2125,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-25,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,147,162,1611.6016,-553.4512,1611.6016,-553.4512,239.11024,-126.74099,45.679012,39.506172,1.5864637,1.1299248,6540.951,23.944466,265.6127,-121.34105,42.857143,1.6417325,1808.2344,7.732553,36.734695,275.6713,-140.62383,1.1382653,26.814816,0.93023056
2128,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-25,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,129,141,1611.6016,-553.4512,1611.6016,-553.4512,239.51114,-117.94686,45.390068,40.425533,1.6878293,1.1886103,6246.8047,21.363586,270.2665,-116.45748,42.63566,1.7248677,2158.1328,7.25296,37.2093,276.4694,-137.19011,1.1942092,27.014185,0.71533537
2129,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-25,-10,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,127,137,1611.6016,-553.4512,1611.6016,-553.4512,243.6583,-116.29945,45.255474,40.145985,1.7319443,1.2202164,6384.3555,22.040827,267.85837,-115.94244,43.307087,1.7647898,2428.8066,8.329861,37.795277,274.75342,-136.1944,1.2257391,27.09489,0.8215465
2130,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-25,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,101,104,1611.6016,-278.25,1611.6016,-278.25,222.8288,-112.584656,47.115387,40.384613,1.7632973,1.2219809,4726.455,16.098341,226.6023,-116.046326,47.524754,1.7684724,1752.6445,5.6903796,39.603962,240.40909,-128.91342,1.2228775,27.326923,0.68966085
2126,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-25,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,138,153,1611.6016,-553.4512,1611.6016,-553.4512,233.25017,-124.45122,43.79085,37.908497,1.4601558,1.0354981,4924.957,17.272083,261.91434,-118.80788,40.57971,1.5055257,475.21484,1.9635134,34.782608,271.3065,-139.41663,1.0378731,26.477123,0.16325457
2127,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-25,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,134,147,1611.6016,-553.4512,1611.6016,-553.4512,233.25017,-118.81069,45.57823,39.455784,1.6441872,1.1538414,6122.9062,21.431381,266.02994,-117.412994,42.537315,1.6772528,1848.248,6.720734,36.56716,275.93542,-137.32457,1.1583407,27.156462,0.6569992
2131,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,15,-25,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,60,61,1290.8008,-278.25,1290.8008,-278.25,225.05522,-118.678345,47.540985,42.62295,1.7185638,1.2170728,2728.8945,8.1325035,223.61725,-121.161476,48.333332,1.7265415,1027.1699,2.0284946,41.666664,229.09328,-134.29034,1.218539,28.967213,0.28563225
2132,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-25,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,169,189,2146.8008,-300.54688,2146.8008,-300.54688,290.469,-109.356476,44.444447,40.74074,2.1249332,1.5004352,12916.967,45.834343,320.7351,-113.8677,43.786983,2.1940882,7358.7383,26.91149,40.828403,309.9972,-140.31068,1.5244604,27.925926,5.196264
2133,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-25,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,165,183,2146.8008,-300.54688,2146.8008,-300.54688,302.14624,-111.3295,44.808743,40.983604,2.203431,1.5637999,13531.713,46.564613,336.07703,-114.68636,43.636364,2.2686975,8101.0586,28.241392,40.60606,326.66904,-140.6711,1.5876392,28.131147,6.27317
2134,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-25,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,157,174,2146.8008,-300.54688,2146.8008,-300.54688,296.2023,-113.07857,47.126434,42.528736,2.334716,1.6567708,13885.361,49.272266,329.30753,-115.58566,45.859875,2.4132998,8738.355,31.847721,42.038216,325.15878,-139.80357,1.6868627,28.764368,8.461468
2135,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-25,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,153,170,2146.8008,-300.54688,2146.8008,-300.54688,294.28723,-111.03666,46.47059,42.352943,2.300863,1.626482,13144.355,47.615826,329.32382,-114.035576,45.098038,2.372207,8119.248,30.592104,41.830067,321.38376,-139.87991,1.6521846,28.458824,6.498056
2136,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-25,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,151,166,2146.8008,-300.54688,2146.8008,-300.54688,282.46463,-114.036736,46.98795,42.771084,2.1954887,1.5570471,11997.008,44.964138,317.0432,-115.203995,45.03311,2.2546635,7112.004,28.341728,41.721855,309.2993,-140.61195,1.5747607,28.313253,5.3870826
2137,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-25,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,147,161,2146.8008,-300.54688,2146.8008,-300.54688,285.94098,-114.84011,45.341614,40.99379,2.0654895,1.4694607,10767.762,39.168293,319.40924,-116.559395,43.537415,2.1130123,6026.965,23.048784,40.136055,313.14648,-141.46225,1.484145,28.074533,4.288056
2138,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-25,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,142,155,2146.8008,-300.54688,2146.8008,-300.54688,284.58762,-115.67708,44.51613,40.0,1.9738735,1.4061526,9688.316,35.92091,314.8368,-117.49048,42.95775,2.0180302,5129.4766,20.403013,39.43662,310.1702,-142.32622,1.419073,27.812902,3.7958293
2139,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-25,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,135,146,2146.8008,-284.39844,2146.8008,-284.39844,288.57333,-114.28911,45.20548,40.41096,2.083077,1.4801745,9902.711,36.883915,315.8676,-114.91419,43.703705,2.1338794,5595.7266,22.265554,39.25926,318.63693,-137.7077,1.4955463,28.041096,4.0040665
2140,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-25,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,132,142,2146.8008,-284.39844,2146.8008,-284.39844,296.31885,-114.653534,44.366196,40.140846,2.0610344,1.4686706,9610.459,35.74914,328.96317,-115.940506,42.424244,2.090675,5400.7773,21.53134,38.636364,328.4949,-140.15387,1.475736,28.021128,3.8720307
2144,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-25,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,54,55,692.5996,-284.39844,692.5996,-284.39844,197.3639,-114.32474,45.454548,40.0,1.4386208,0.9940387,1504.3555,6.1203127,202.36865,-111.74974,44.444447,1.4487276,-25.523438,0.61731595,38.88889,200.00809,-128.05132,0.9939599,27.218182,0.17493048
2145,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-25,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,167,187,2009.3984,-367.59766,2009.3984,-434.84766,277.42346,-114.21632,48.12834,42.780746,2.2536466,1.6010487,13889.129,46.07119,317.1008,-121.85093,46.70659,2.2807262,8406.461,27.348118,41.317364,321.06873,-140.27838,1.6114998,28.93583,6.678179
2141,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-25,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,130,139,2146.8008,-284.39844,2146.8008,-284.39844,288.7276,-113.114876,45.323742,41.007195,2.1159022,1.5000254,9593.107,35.413586,320.423,-112.84568,43.076923,2.1487956,5482.1523,21.49595,39.23077,319.1128,-136.61519,1.5079547,28.028776,4.279362
2142,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-25,-10,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,124,133,2146.8008,-284.39844,2146.8008,-284.39844,292.31375,-114.50461,45.864662,42.105263,2.1628363,1.5377307,9586.807,34.570732,325.64792,-114.259735,43.548386,2.1986232,5637.248,21.25352,40.322582,318.99008,-139.35481,1.5466553,28.135338,4.7727547
2143,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,20,-25,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,104,109,2146.8008,-284.39844,2146.8008,-284.39844,310.16122,-109.009575,44.036697,40.36697,2.2388978,1.5974597,8238.154,29.088888,333.4338,-107.21556,42.307693,2.2806218,5059.961,18.174414,37.5,342.80643,-127.83831,1.6089376,28.220184,3.0919163
2146,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-25,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,160,178,2009.3984,-367.59766,2009.3984,-434.84766,267.6531,-118.142876,47.752808,42.13483,2.0706215,1.4830483,11763.227,38.25888,299.9895,-126.305725,46.875,2.095682,6627.576,20.439697,41.875,300.13208,-144.95993,1.4916136,28.286516,4.2548585
2147,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-25,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,157,174,2009.3984,-367.59766,2009.3984,-434.84766,267.6531,-117.64082,48.850574,43.103447,2.1729171,1.555983,12280.48,39.95406,299.9895,-124.61869,47.7707,2.2017612,7270.6973,22.534054,42.67516,300.13208,-142.64613,1.5663351,28.614943,4.8938046
2148,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-25,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,151,167,2009.3984,-367.59766,2009.3984,-434.84766,261.09137,-117.64808,47.90419,41.91617,2.0406964,1.4575315,10651.928,35.350147,290.88818,-125.01416,47.019867,2.065072,5851.8203,18.632427,41.0596,296.81882,-141.02188,1.4662452,27.904192,4.0464735
2149,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-25,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,148,163,2009.3984,-367.59766,2009.3984,-434.84766,261.09137,-118.65698,49.079754,42.944786,2.1208556,1.5200111,11038.781,36.49023,291.63605,-125.55038,47.972973,2.1418586,6377.549,20.171932,41.89189,297.98254,-140.66708,1.5271847,28.02454,4.3808136
2150,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-25,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,145,159,2009.3984,-367.59766,2009.3984,-434.84766,254.99884,-117.24852,48.427673,42.138367,2.0422444,1.4580128,10020.531,33.80842,281.93854,-124.12143,47.586205,2.0622587,5497.5996,17.891476,41.37931,288.8979,-139.25027,1.4644705,27.72327,3.6574945
2151,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-25,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,141,154,2009.3984,-367.59766,2009.3984,-367.59766,261.4339,-115.98911,48.05195,42.207794,2.0849056,1.490804,10066.98,33.817955,290.37817,-121.30638,46.80851,2.1065075,5691.451,18.401012,41.13475,295.18533,-137.7024,1.4979702,27.792208,3.7616575
2152,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-25,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,137,150,2009.3984,-367.59766,2009.3984,-367.59766,252.67897,-113.307304,47.333332,41.333332,2.0042064,1.4230449,8988.93,30.713516,281.8898,-118.51523,45.9854,2.0249486,4747.5234,15.698129,40.145985,287.32547,-134.82167,1.4294311,27.64,3.209116
2153,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-25,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,133,145,2009.3984,-367.59766,2009.3984,-367.59766,253.98994,-114.38325,47.586205,41.37931,2.0159955,1.4343615,8832.18,30.645788,286.04764,-119.67676,45.864662,2.0250041,4729.5176,16.130424,40.601505,287.57532,-136.70316,1.4379367,27.88276,3.288656
2154,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-25,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,129,140,2009.3984,-367.59766,2009.3984,-367.59766,251.09642,-112.27119,48.57143,42.142857,2.112266,1.4942601,8991.031,31.020437,283.3026,-116.04529,46.51163,2.1228793,5029.0312,17.004875,41.08527,285.1888,-132.71022,1.498616,27.985714,3.4669383
2155,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-25,-10,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,128,138,2009.3984,-367.59766,2009.3984,-367.59766,250.74127,-111.52536,49.275364,42.75362,2.1840527,1.5401081,9243.631,32.150963,278.4501,-115.549644,47.65625,2.1939857,5323.5977,18.334846,41.40625,284.74048,-130.2353,1.5450234,28.130434,3.7380917
2160,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-25,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,19,19,943.5488,-278.25,943.5488,-278.25,385.5,-123.57317,21.052631,15.789473,0.8318957,0.64823306,-311.59766,-2.1358588,385.5,-123.57317,21.052631,0.8318957,-785.4707,-4.034789,15.789473,482.48633,-139.5581,0.64823306,24.789474,-0.7154006
2156,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-25,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,100,108,2009.3984,-308.14844,2009.3984,-308.14844,257.0493,-109.6315,51.851852,45.37037,2.5250254,1.7955823,8693.922,28.219662,287.8252,-113.946754,50.0,2.525962,5674.467,17.405521,44.0,291.0667,-127.36552,1.7955823,28.75926,3.5486217
2157,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,2,0,1000,30,-25,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,48,51,2009.3984,-308.14844,2009.3984,-308.14844,305.3274,-116.79037,47.058823,39.215687,2.32384,1.699197,4174.5176,12.792471,332.92532,-121.14769,45.833336,2.3253112,2737.502,7.686077,39.583336,350.14267,-135.0072,1.699197,27.784313,1.7953677
2158,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-25,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,19,19,943.5488,-278.25,943.5488,-278.25,385.5,-123.57317,21.052631,15.789473,0.8318957,0.64823306,-311.59766,-2.1358588,385.5,-123.57317,21.052631,0.8318957,-785.4707,-4.034789,15.789473,482.48633,-139.5581,0.64823306,24.789474,-0.7154006
2159,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-25,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,19,19,943.5488,-278.25,943.5488,-278.25,385.5,-123.57317,21.052631,15.789473,0.8318957,0.64823306,-311.59766,-2.1358588,385.5,-123.57317,21.052631,0.8318957,-785.4707,-4.034789,15.789473,482.48633,-139.5581,0.64823306,24.789474,-0.7154006
2161,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-25,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,18,18,943.5488,-278.25,943.5488,-278.25,385.5,-124.617744,22.222223,16.666668,0.8838457,0.6875755,-202.64844,-1.5584991,385.5,-124.617744,22.222223,0.8838457,-657.7051,-3.3577147,16.666668,482.48633,-140.34427,0.6875755,25.055555,-0.6277071
2162,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-25,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,18,18,943.5488,-278.25,943.5488,-278.25,385.5,-124.617744,22.222223,16.666668,0.8838457,0.6875755,-202.64844,-1.5584991,385.5,-124.617744,22.222223,0.8838457,-657.7051,-3.3577147,16.666668,482.48633,-140.34427,0.6875755,25.055555,-0.6277071
2163,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-25,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,17,17,943.5488,-278.25,943.5488,-278.25,510.18295,-124.617744,17.647058,17.647058,0.8772821,0.68933153,-214.09961,-1.6266329,510.18295,-124.617744,17.647058,0.8772821,-652.3418,-3.3258026,17.647058,482.48633,-149.98576,0.68933153,24.235294,-0.6254727
2164,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-25,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,16,16,497.54883,-278.25,497.54883,-278.25,293.5,-124.617744,12.5,12.5,0.33645746,0.25352484,-1157.6484,-5.0000763,293.5,-124.617744,12.5,0.33645746,-1567.4492,-6.5975604,12.5,266.17578,-149.98576,0.25352484,19.625,-1.0460973
2165,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-25,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,16,16,497.54883,-278.25,497.54883,-278.25,293.5,-124.617744,12.5,12.5,0.33645746,0.25352484,-1157.6484,-5.0000763,293.5,-124.617744,12.5,0.33645746,-1567.4492,-6.5975604,12.5,266.17578,-149.98576,0.25352484,19.625,-1.0460973
2166,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-25,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,15,15,497.54883,-278.25,497.54883,-278.25,293.5,-130.19606,13.333334,13.333334,0.34681424,0.26357913,-1105.5488,-4.8141584,293.5,-130.19606,13.333334,0.34681424,-1487.3516,-6.311732,13.333334,266.17578,-155.36179,0.26357913,19.866667,-1.0482856
2167,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-25,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,14,14,497.54883,-278.25,497.54883,-278.25,293.5,-134.7041,14.285715,14.285715,0.36314163,0.27774847,-1029.4492,-4.5320272,293.5,-134.7041,14.285715,0.36314163,-1384.3164,-5.9297395,14.285715,266.17578,-159.72234,0.27774847,19.5,-1.0515566
2168,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-25,-10,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,14,14,497.54883,-278.25,497.54883,-278.25,293.5,-134.7041,14.285715,14.285715,0.36314163,0.27774847,-1029.4492,-4.5320272,293.5,-134.7041,14.285715,0.36314163,-1384.3164,-5.9297395,14.285715,266.17578,-159.72234,0.27774847,19.5,-1.0515566
2169,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-25,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,9,9,497.54883,-278.25,497.54883,-278.25,497.54883,-116.4126,11.111112,11.111112,0.5342516,0.41641688,-433.75195,-2.0397577,497.54883,-116.4126,11.111112,0.5342516,-661.88477,-2.938716,11.111112,472.28906,-141.77173,0.41641688,20.777779,-0.91981375
2170,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,15,-25,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,5,5,497.54883,-278.25,497.54883,-278.25,497.54883,-182.65088,20.0,20.0,0.6810107,0.57366675,-233.05469,-1.2101079,497.54883,-182.65088,20.0,0.6810107,-350.9922,-1.7094917,20.0,472.28906,-205.82031,0.57366675,23.8,-1.0432609
2171,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-25,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,22,22,1235.9492,-300.54688,1235.9492,-300.54688,401.19955,-123.77759,27.272728,22.727274,1.2154852,0.9353209,426.75586,-0.07157326,401.19955,-123.77759,27.272728,1.2154852,-155.98633,-2.2715425,22.727274,451.14142,-141.86432,0.9353209,23.181818,-0.32918897
2172,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-25,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,21,21,1235.9492,-300.54688,1235.9492,-300.54688,401.19955,-124.76614,28.57143,23.809525,1.286245,0.98764384,535.7051,0.5057865,401.19955,-124.76614,28.57143,1.286245,-28.220703,-1.5944684,23.809525,451.14142,-142.74548,0.98764384,23.333334,-0.25164032
2173,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-25,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,19,19,1235.9492,-300.54688,1235.9492,-300.54688,401.19955,-129.42638,31.578945,26.31579,1.4306899,1.0990037,724.6543,1.3968263,401.19955,-129.42638,31.578945,1.4306899,203.20508,-0.50386596,26.31579,451.14142,-146.60728,1.0990037,24.421053,-0.096053205
2174,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-25,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,19,19,1235.9492,-300.54688,1235.9492,-300.54688,401.19955,-129.42638,31.578945,26.31579,1.4306899,1.0990037,724.6543,1.3968263,401.19955,-129.42638,31.578945,1.4306899,203.20508,-0.50386596,26.31579,451.14142,-146.60728,1.0990037,24.421053,-0.096053205
2175,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-25,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,18,18,662.09766,-300.54688,662.09766,-300.54688,234.2496,-129.42638,27.777779,22.222223,0.6961178,0.5165799,-511.29492,-1.7003949,234.2496,-129.42638,27.777779,0.6961178,-992.2207,-3.4995375,22.222223,265.0703,-146.60728,0.5165799,22.555555,-0.6671254
2176,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,30,3,0,1000,20,-25,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,18,18,662.09766,-300.54688,662.09766,-300.54688,234.2496,-129.42638,27.777779,22.222223,0.6961178,0.5165799,-511.29492,-1.7003949,234.2496,-129.42638,27.777779,0.6961178,-992.2207,-3.4995375,22.222223,265.0703,-146.60728,0.5165799,22.555555,-0.6671254
