sno,TradeType(l/s),Positional,costPercent,startTime,cutOffTime,endTime,CandlePeriod,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap,TradingDays,TotalTrades,TradeMaxProfit,TradeMaxLoss,DayMaxProfit,DayMaxLoss,TradeAverageProfit,TradeAverageLoss,TradeWinPercent,TradeWinPercent(Cost),TradeExpectancy,TradeExpectancy(Cost),Profit,Profit %,DayAverageProfit,DayAverageLoss,DayWinPercent,DayExpectancy,ProfitCost,ProfitCost %,DayWinPercent(Cost),DayAverageProfit(Cost),DayAverageLoss(Cost),DayExpectancy(Cost),HoldingPeriodAvg,Calmar
297,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,20,-1000,-10,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,48,52,1960.2012,-449.0,2031.0039,-449.0,409.0,-181.42644,59.615387,51.923077,3.327861,2.6761615,8869.045,26.359377,424.73444,-181.48705,60.416668,3.5720398,7409.465,21.146177,54.166668,439.43704,-182.54083,2.845033,51.826923,4.991036
298,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,20,-1000,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,46,50,1960.2012,-449.0,2031.0039,-449.0,407.16666,-179.13779,60.000004,52.0,3.409387,2.7349524,8632.244,25.479368,423.3321,-178.94748,60.869564,3.679943,7227.5605,20.46661,54.347824,439.55273,-179.10751,2.9215803,51.78,4.830641
299,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,20,-1000,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,44,47,1960.2012,-449.0,2031.0039,-449.0,404.12405,-179.13779,57.446808,48.93617,3.0455184,2.4397504,7328.5938,20.289104,425.47595,-174.12129,56.81818,3.2152114,5997.793,15.578947,50.0,448.48624,-175.85928,2.5502563,50.29787,3.3343873
300,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,30,-1000,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,71,78,1960.2012,-449.0,2031.0039,-449.0,372.80804,-178.3846,55.128204,48.71795,2.5676057,2.0647836,9787.285,30.22542,389.14355,-186.40184,56.33803,2.6937544,7684.133,22.410275,47.887325,424.13126,-182.06297,2.1407003,49.410255,3.2817094
304,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,30,-1000,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,70,77,1960.2012,-449.0,2031.0039,-449.0,379.66183,-178.3846,54.545456,48.05195,2.554,2.0565314,9702.336,29.89036,396.94342,-186.40184,55.714287,2.6790533,7624.58,22.175385,47.142857,435.1791,-182.06297,2.1318598,49.454544,3.2473128
305,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,30,-1000,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,68,75,1960.2012,-449.0,2031.0039,-449.0,379.66183,-180.97449,56.0,49.333336,2.6700225,2.1490784,9973.639,31.224466,396.94342,-189.90187,57.352943,2.8110335,7935.3535,23.708822,48.52941,435.1791,-183.58733,2.2349677,50.253334,3.471866
301,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,30,-1000,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,70,77,1960.2012,-449.0,2031.0039,-449.0,379.66183,-178.3846,54.545456,48.05195,2.554,2.0565314,9702.336,29.89036,396.94342,-186.40184,55.714287,2.6790533,7624.58,22.175385,47.142857,435.1791,-182.06297,2.1318598,49.454544,3.2473128
302,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,30,-1000,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,70,77,1960.2012,-449.0,2031.0039,-449.0,379.66183,-178.3846,54.545456,48.05195,2.554,2.0565314,9702.336,29.89036,396.94342,-186.40184,55.714287,2.6790533,7624.58,22.175385,47.142857,435.1791,-182.06297,2.1318598,49.454544,3.2473128
303,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,30,-1000,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,70,77,1960.2012,-449.0,2031.0039,-449.0,379.66183,-178.3846,54.545456,48.05195,2.554,2.0565314,9702.336,29.89036,396.94342,-186.40184,55.714287,2.6790533,7624.58,22.175385,47.142857,435.1791,-182.06297,2.1318598,49.454544,3.2473128
306,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,30,-1000,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,67,74,1960.2012,-449.0,2031.0039,-449.0,374.7609,-180.97449,55.405407,48.64865,2.5728052,2.0681834,9393.039,28.543932,392.11035,-189.90187,56.71642,2.7056067,7376.705,21.129635,47.761192,431.32068,-183.58733,2.1480258,49.567566,3.0941756
307,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,30,-1000,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,67,74,1960.2012,-449.0,2031.0039,-449.0,374.7609,-180.97449,55.405407,48.64865,2.5728052,2.0681834,9393.039,28.543932,392.11035,-189.90187,56.71642,2.7056067,7376.705,21.129635,47.761192,431.32068,-183.58733,2.1480258,49.567566,3.0941756
308,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,30,-1000,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,65,72,1960.2012,-449.0,2031.0039,-449.0,374.7609,-172.85509,56.944443,50.0,2.8674395,2.2956204,10006.689,30.269085,392.11035,-181.24089,58.46154,3.0448928,8060.8965,23.05392,49.23077,431.32068,-173.98076,2.4040036,50.569443,3.3759634
309,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,30,-1000,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,64,71,1960.2012,-449.0,2031.0039,-449.0,383.9987,-172.85509,56.33803,50.704224,2.8664603,2.302036,10001.439,30.245842,402.56604,-181.24089,57.8125,3.0438197,8078.2363,23.13069,50.0,431.32068,-178.8758,2.4112859,50.732395,3.3872054
310,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,30,-1000,-10,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,63,70,1960.2012,-449.0,2031.0039,-449.0,383.9987,-173.86029,57.14286,51.428574,2.9448836,2.3655183,10144.139,30.843582,402.56604,-182.72325,58.73016,3.1352468,8244.738,23.828135,50.793655,431.32068,-179.27495,2.483528,51.228573,3.4893377
311,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,30,-1000,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,61,68,1960.2012,-449.0,2031.0039,-449.0,389.4435,-175.40887,57.352943,51.47059,2.985792,2.4003823,10101.439,30.757935,408.98035,-184.87415,59.016396,3.185582,8246.26,23.942535,50.81967,440.46945,-180.27643,2.5247436,51.205883,3.5060902
312,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,1000,30,-1000,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,61,68,1960.2012,-449.0,2031.0039,-449.0,389.4435,-175.40887,57.352943,51.47059,2.985792,2.4003823,10101.439,30.757935,408.98035,-184.87415,59.016396,3.185582,8246.26,23.942535,50.81967,440.46945,-180.27643,2.5247436,51.205883,3.5060902
313,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,15,-1000,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,148,200,2687.2031,-553.4512,4534.1562,-553.4512,417.10532,-142.41673,42.5,40.0,2.1647403,1.690701,19076.03,63.723656,538.60547,-183.27048,43.243244,2.239128,13485.2,43.691727,37.837837,569.71295,-200.20355,1.732146,50.42,3.6484835
314,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,15,-1000,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,142,190,2687.2031,-553.4512,4534.1562,-553.4512,420.26224,-140.25342,43.157894,41.05263,2.2750816,1.7746004,19314.133,62.741768,540.0661,-177.12456,43.661972,2.3630333,13995.827,43.710327,38.028168,574.14343,-193.27179,1.8229007,51.321053,3.3688529
315,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,15,-1000,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,139,186,2687.2031,-553.4512,4534.1562,-553.4512,420.26224,-139.74634,44.08602,41.935482,2.3711576,1.8481795,19927.883,65.33454,542.86206,-178.30606,44.604317,2.4514573,14715.161,46.701797,39.568348,566.80273,-195.94034,1.8940504,51.68817,4.0332503
320,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,15,-1000,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,124,164,2687.2031,-553.4512,4534.1562,-553.4512,384.7358,-137.5002,46.951218,44.512196,2.4764564,1.9098642,17662.139,58.228546,501.66907,-173.25255,46.774193,2.5446131,13063.8,41.79938,41.935482,515.93933,-191.1812,1.9490557,52.189026,4.309613
316,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,15,-1000,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,137,183,2687.2031,-553.4512,4534.1562,-553.4512,420.26224,-139.32051,44.808743,42.62295,2.449051,1.9084111,20390.13,66.800095,542.86206,-176.89758,45.255474,2.5368688,15262.718,48.466633,40.145985,566.80273,-194.04185,1.9592296,52.136612,4.1856647
317,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,15,-1000,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,131,175,2687.2031,-553.4512,4534.1562,-553.4512,422.58066,-137.18282,45.714287,43.42857,2.594038,2.020713,20774.086,68.61557,541.023,-174.6902,46.564884,2.6988516,15897.743,51.081203,41.221375,566.3473,-190.71443,2.082583,53.102856,4.4114633
318,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,15,-1000,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,126,170,2687.2031,-553.4512,4534.1562,-553.4512,395.26318,-139.33798,47.058823,44.705883,2.5215309,1.9554462,19080.637,62.89332,505.19675,-180.55946,48.412697,2.6257703,14309.554,45.861805,42.857143,525.8567,-195.64873,2.0158195,52.82941,4.2420096
319,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,15,-1000,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,125,168,2687.2031,-553.4512,4534.1562,-553.4512,394.77118,-139.33798,46.42857,44.642857,2.4554324,1.9053826,18251.734,61.022747,509.6754,-179.0775,47.2,2.5442557,13553.276,44.19217,42.399998,523.80145,-197.33612,1.953905,52.470238,4.087576
321,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,15,-1000,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,122,162,2687.2031,-553.4512,4534.1562,-553.4512,381.25272,-136.44963,46.913578,44.444447,2.4691968,1.9016196,17240.54,57.179993,499.07645,-172.4126,46.721313,2.5383976,12711.261,40.951347,41.80328,514.0509,-190.21599,1.9412029,52.27778,4.222179
322,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,15,-1000,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,120,159,2687.2031,-553.4512,4534.1562,-553.4512,387.08313,-140.22725,46.54088,44.65409,2.4031706,1.8617905,16724.836,56.0174,496.63486,-173.22995,46.666668,2.5085473,12278.505,40.089336,42.5,501.7722,-192.92574,1.9223725,52.257862,4.1333036
323,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,15,-1000,-10,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,114,151,2687.2031,-553.4512,4534.1562,-553.4512,396.89658,-137.05783,47.682117,46.357616,2.63924,2.0450091,17748.984,59.729992,504.43552,-169.40625,48.245613,2.7757916,13547.206,44.60009,44.736843,501.47324,-190.91951,2.1263125,53.02649,5.529309
324,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,15,-1000,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,98,128,2687.2031,-380.6504,4534.1562,-404.6953,394.85397,-125.33063,50.0,49.21875,3.1504986,2.4142034,17249.494,58.92695,505.17966,-153.14915,50.0,3.298612,13735.263,46.09742,46.938778,498.03937,-176.43361,2.4971056,54.273438,7.290923
325,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,15,-1000,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,89,111,2687.2031,-380.6504,2687.2031,-404.6953,368.36206,-128.5576,52.25225,51.35135,3.135662,2.3970296,14551.447,52.91707,456.14786,-149.56636,51.685394,3.2625797,11480.019,41.790546,50.5618,428.1394,-176.96034,2.4743953,55.135136,7.8212514
326,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,20,-1000,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,161,237,2687.2031,-567.5,4534.1562,-650.0996,396.62708,-149.70097,44.3038,41.35021,2.1075268,1.6501276,21885.314,72.231064,572.4167,-208.40305,44.09938,2.1668262,15232.192,48.494877,38.50932,605.41064,-225.28555,1.6829579,50.350212,3.0101464
327,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,20,-1000,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,156,229,2687.2031,-380.6504,4534.1562,-650.0996,401.146,-143.12187,44.541485,41.9214,2.2510903,1.7518643,22740.414,76.44847,578.44403,-197.38187,44.230766,2.3242555,16307.124,53.510185,39.102562,604.42267,-216.44902,1.7930455,50.772926,3.6364799
328,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,20,-1000,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,154,227,2687.2031,-380.6504,4534.1562,-650.0996,396.8811,-142.86055,44.493393,41.85022,2.226891,1.7319133,22084.562,72.46104,574.71674,-197.62993,44.155846,2.2993846,15713.958,49.724743,38.961037,600.9565,-216.41951,1.7724335,50.69163,3.1642866
329,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,20,-1000,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,149,219,2687.2031,-380.6504,4534.1562,-650.0996,397.057,-141.48898,45.20548,42.46575,2.315177,1.7943579,22329.965,73.23606,580.3695,-192.46292,44.295303,2.3978574,16136.187,51.29938,38.926174,609.02423,-210.8486,1.8409857,51.488583,3.6408775
330,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,20,-1000,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,148,216,2687.2031,-380.6504,4534.1562,-650.0996,397.057,-142.22845,45.833336,43.055553,2.3621948,1.8319459,22667.914,74.44172,580.3695,-190.68869,44.594593,2.449682,16552.977,52.80442,39.18919,609.02423,-208.56033,1.8818645,51.77778,3.7476947
331,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,20,-1000,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,146,213,2687.2031,-380.6504,4534.1562,-650.0996,394.651,-141.70413,46.009388,43.19249,2.3733342,1.8403782,22379.82,74.21381,582.22906,-190.92679,44.52055,2.4471207,16375.708,52.876633,39.72603,601.827,-210.57115,1.8837278,51.92488,3.75282
332,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,20,-1000,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,144,205,2687.2031,-380.6504,4534.1562,-650.0996,390.28973,-140.94397,45.365856,42.439026,2.2993526,1.7834438,20511.22,68.61871,564.7578,-186.03113,43.75,2.3611968,14780.259,48.08434,38.88889,586.8162,-205.47101,1.8174267,51.19512,3.412696
333,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,20,-1000,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,141,201,2687.2031,-380.6504,4534.1562,-650.0996,390.28973,-139.47382,46.268658,43.28358,2.4096484,1.8682686,21233.773,70.80484,564.7578,-183.92268,44.68085,2.4801211,15636.823,50.669357,39.716312,586.8162,-202.64568,1.9078045,51.646767,3.5961628
334,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,20,-1000,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,137,194,2687.2031,-380.6504,4534.1562,-650.0996,398.1301,-139.52687,46.907215,44.329895,2.520991,1.9572234,21858.574,73.63206,572.80225,-182.06885,45.255474,2.6007552,16454.715,54.195145,40.87591,586.79364,-202.53989,2.0029857,52.23196,3.7320576
335,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,20,-1000,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,132,189,2687.2031,-380.6504,4534.1562,-650.0996,398.6465,-139.46156,46.56085,44.444447,2.4905472,1.933522,20995.277,71.582985,582.4541,-183.14403,44.696968,2.5703843,15732.284,52.647114,40.909092,588.8998,-206.00389,1.9790882,52.179893,3.9261694
336,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,20,-1000,-10,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,131,189,2687.2031,-380.6504,4534.1562,-650.0996,396.24487,-136.94072,47.089947,44.973545,2.57526,1.9953175,21571.723,73.10619,575.8282,-182.7883,45.801525,2.66218,16330.468,54.169556,41.984734,580.97186,-205.56557,2.045285,52.587303,4.0397058
337,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,20,-1000,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,124,171,2687.2031,-380.6504,4534.1562,-650.0996,398.7407,-134.9072,50.292397,47.953217,2.990439,2.3143196,22824.586,75.82396,588.9587,-160.38896,45.967743,3.1239955,18097.562,58.685978,42.741936,587.02997,-183.31026,2.3905125,53.783627,4.787256
338,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,20,-1000,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,110,147,2687.2031,-380.6504,4534.1562,-404.6953,405.17538,-131.76472,51.02041,49.659863,3.2031157,2.4818733,20901.094,73.7437,571.8336,-152.31476,47.272728,3.365914,16876.96,59.006752,43.636364,575.28125,-173.16997,2.5719185,55.34694,6.0864067
339,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-1000,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,178,274,2687.2031,-474.3496,5205.5547,-650.0996,378.04694,-148.66032,42.70073,40.51095,1.8951205,1.4791071,20891.824,67.793785,608.3379,-208.41278,39.887638,1.9368459,13242.479,40.359833,36.516853,613.4969,-235.70636,1.4971868,49.660583,2.0538025
340,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-1000,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,175,271,2687.2031,-474.3496,5205.5547,-650.0996,385.60873,-147.78165,42.06642,40.2214,1.8946614,1.4817325,20757.676,66.815125,631.1749,-207.12352,38.857143,1.9366246,13237.471,39.68168,36.0,630.3376,-236.3732,1.5000215,49.557194,1.9942433
341,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-1000,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,176,271,2687.2031,-474.3496,5205.5547,-650.0996,385.51263,-150.06671,42.06642,40.2214,1.8653462,1.4607813,20387.969,66.40423,631.01385,-208.52748,38.636364,1.9052885,12840.316,39.27098,35.795452,630.18445,-237.71066,1.4780228,49.546127,1.9736032
342,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-1000,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,176,270,2687.2031,-474.3496,5205.5547,-650.0996,378.8331,-151.97086,41.851852,40.0,1.7941816,1.4058111,18948.719,60.911808,617.5653,-213.3863,38.636364,1.8222228,11432.672,33.8813,35.795452,616.3941,-242.47925,1.4172485,48.855556,1.7027395
343,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-1000,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,174,268,2687.2031,-474.3496,5205.5547,-650.0996,378.8331,-151.28401,42.16418,40.298508,1.8255832,1.4299742,19359.121,61.87437,617.5653,-213.54077,39.08046,1.8552614,11908.719,35.04338,36.206894,616.3941,-242.55952,1.4423069,49.00746,1.7611408
344,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-1000,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,173,266,2687.2031,-474.3496,5205.5547,-650.0996,381.841,-152.18488,42.105263,40.225563,1.8247709,1.4309046,19329.719,61.77148,617.5653,-215.85448,39.30636,1.8528552,11921.398,35.140545,36.416183,616.3941,-244.64934,1.4429866,48.857143,1.766024
345,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-1000,-6,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,171,262,2687.2031,-474.3496,5205.5547,-650.0996,383.73822,-150.6912,42.366413,40.458015,1.8719456,1.4655237,19840.57,64.26187,606.71436,-215.90904,40.35088,1.9009136,12530.713,38.029675,37.426903,604.9301,-244.7179,1.478549,49.129772,2.1421204
346,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-1000,-7,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,171,259,2687.2031,-474.3496,5205.5547,-650.0996,386.14627,-151.20451,42.471043,40.54054,1.8853567,1.4780614,19946.617,64.44068,597.8598,-216.86707,40.935673,1.9106556,12728.623,38.5084,38.011696,595.1465,-244.867,1.4903939,49.23166,2.1690857
347,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-1000,-8,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,168,256,2687.2031,-474.3496,5205.5547,-650.0996,378.2591,-150.66173,42.578125,40.625,1.8616396,1.4557177,19082.969,63.358875,588.46875,-217.38759,41.07143,1.8866987,11942.619,37.727116,38.095238,585.61255,-245.5441,1.4676669,49.304688,2.125078
348,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-1000,-9,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,165,253,2687.2031,-474.3496,5205.5547,-650.0996,375.85226,-151.12117,42.687748,40.711464,1.8524549,1.4479964,18679.473,62.422092,587.73737,-219.45023,41.21212,1.8775194,11615.248,37.0908,38.181816,585.28186,-247.62265,1.4598728,49.260868,2.0892358
349,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-1000,-10,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,163,251,2687.2031,-474.3496,5205.5547,-650.0996,375.85226,-152.44069,43.02789,41.03586,1.8621044,1.4569976,18793.023,62.914906,587.73737,-222.87495,41.717793,1.8875886,11775.426,37.78336,38.650307,585.28186,-250.97333,1.4691902,49.32271,2.1282458
350,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-1000,-15,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,154,232,2687.2031,-474.3496,5121.5,-650.0996,359.61243,-148.2941,43.103447,40.948277,1.8371172,1.4273014,16386.422,54.81146,541.4653,-211.33505,42.207794,1.8712096,9928.713,31.583998,40.25974,521.30115,-243.39084,1.4434053,48.577587,1.8498316
352,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,15,-1000,0,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,41,44,1089.75,-227.19922,1089.75,-227.19922,222.62907,-123.52002,54.545456,50.0,2.162847,1.5844136,2872.6973,11.624457,225.38467,-128.39725,56.09756,2.2429729,1765.8789,7.218671,51.219513,218.57004,-141.20459,1.6252911,52.477272,2.4060695
353,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,15,-1000,-1,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,39,42,1089.75,-227.19922,1089.75,-227.19922,221.95898,-123.52002,52.380955,47.61905,1.9766425,1.4462574,2412.6973,9.324086,224.94513,-128.39725,53.846157,2.0439382,1348.4219,5.119442,48.71795,219.60599,-141.20459,1.477471,50.595238,1.4907923
354,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,15,-1000,-2,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,38,41,1089.75,-227.19922,1089.75,-227.19922,221.95898,-129.67372,53.65854,48.780487,1.981937,1.4603617,2419.2969,9.353305,224.94513,-135.56181,55.263157,2.049791,1377.6055,5.2486496,50.0,219.60599,-147.10043,1.4928983,50.658535,1.5284178
355,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,15,-1000,-3,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,37,40,1089.75,-227.19922,1089.75,-227.19922,221.95898,-129.09462,55.0,50.0,2.1014292,1.5545026,2559.3945,9.693375,224.94513,-135.27832,56.75676,2.1824672,1558.8281,5.6885457,51.35135,219.60599,-145.20476,1.5964098,50.925,1.6565166
351,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,0,1000,30,-1000,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,138,207,2584.0996,-474.3496,4511.199,-650.0996,314.655,-144.68736,42.99517,40.57971,1.6402576,1.2594342,10931.186,39.825317,480.45428,-203.14456,41.304348,1.6643195,5269.2275,19.105337,39.130436,461.18045,-233.74423,1.2683657,47.859905,1.1203074
356,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,15,-1000,-4,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,36,39,1089.75,-227.19922,1089.75,-227.19922,203.66406,-129.09462,53.846157,48.71795,1.8405733,1.3521241,1953.2422,8.051582,205.88477,-135.27832,55.555557,1.9024185,989.89844,4.147572,50.0,200.19911,-145.20476,1.3787366,50.53846,1.2077818
357,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,3,0,1000,15,-1000,-5,0,1000,TRUE,1000,1000,1000,1.5,1000,1,5,35,38,1089.75,-227.19922,1089.75,-227.19922,203.66406,-129.10306,55.263157,50.0,1.9487146,1.427924,2082.1934,8.685473,205.88477,-135.70013,57.14286,2.0229387,1139.1289,4.8811507,51.428574,200.19911,-144.96794,1.4622235,51.68421,1.4214014
