01-06-16 09:15,1
02-06-16 09:15,0
03-06-16 09:15,4
06-06-16 09:15,3
07-06-16 09:15,2
08-06-16 09:15,1
09-06-16 09:15,0
10-06-16 09:15,4
13-06-16 09:15,3
14-06-16 09:15,2
15-06-16 09:15,1
16-06-16 09:15,0
17-06-16 09:15,4
20-06-16 09:15,3
21-06-16 09:15,2
22-06-16 09:15,1
23-06-16 09:15,0
24-06-16 09:15,4
27-06-16 09:15,3
28-06-16 09:15,2
29-06-16 09:15,1
30-06-16 09:15,0
01-07-16 09:15,4
04-07-16 09:15,3
05-07-16 09:15,2
07-07-16 09:15,0
08-07-16 09:15,4
11-07-16 09:15,3
12-07-16 09:15,2
13-07-16 09:15,1
14-07-16 09:15,0
15-07-16 09:15,4
18-07-16 09:15,3
19-07-16 09:15,2
20-07-16 09:15,1
21-07-16 09:15,0
22-07-16 09:15,4
25-07-16 09:15,3
26-07-16 09:15,2
27-07-16 09:15,1
28-07-16 09:15,0
29-07-16 09:15,4
01-08-16 09:15,3
02-08-16 09:15,2
03-08-16 09:15,1
04-08-16 09:15,0
05-08-16 09:15,4
08-08-16 09:15,3
09-08-16 09:15,2
10-08-16 09:15,1
11-08-16 09:15,0
12-08-16 09:15,4
16-08-16 09:15,2
17-08-16 09:15,1
18-08-16 09:15,0
19-08-16 09:15,4
22-08-16 09:15,3
23-08-16 09:15,2
24-08-16 09:15,1
25-08-16 09:15,0
26-08-16 09:15,4
29-08-16 09:15,3
30-08-16 09:15,2
31-08-16 09:15,1
01-09-16 09:15,0
02-09-16 09:15,4
06-09-16 09:15,2
07-09-16 09:15,1
08-09-16 09:15,0
09-09-16 09:15,4
12-09-16 09:15,3
14-09-16 09:15,1
15-09-16 09:15,0
16-09-16 09:15,4
19-09-16 09:15,3
20-09-16 09:15,2
21-09-16 09:15,1
22-09-16 09:15,0
23-09-16 09:15,4
26-09-16 09:15,3
27-09-16 09:15,2
28-09-16 09:15,1
29-09-16 09:15,0
30-09-16 09:15,4
03-10-16 09:15,3
04-10-16 09:15,2
05-10-16 09:15,1
06-10-16 09:15,0
07-10-16 09:15,4
10-10-16 09:15,3
13-10-16 09:15,0
14-10-16 09:15,4
17-10-16 09:15,3
18-10-16 09:15,2
19-10-16 09:15,1
20-10-16 09:15,0
21-10-16 09:15,4
24-10-16 09:15,3
25-10-16 09:15,2
26-10-16 09:15,1
27-10-16 09:15,0
28-10-16 09:15,4
01-11-16 09:15,2
02-11-16 09:15,1
03-11-16 09:15,0
04-11-16 09:15,4
07-11-16 09:15,3
08-11-16 09:15,2
09-11-16 09:15,1
10-11-16 09:15,0
11-11-16 09:15,4
15-11-16 09:15,2
16-11-16 09:15,1
17-11-16 09:15,0
18-11-16 09:15,4
21-11-16 09:15,3
22-11-16 09:15,2
23-11-16 09:15,1
24-11-16 09:15,0
25-11-16 09:15,4
28-11-16 09:15,3
29-11-16 09:15,2
30-11-16 09:15,1
01-12-16 09:15,0
02-12-16 09:15,4
05-12-16 09:15,3
