sno,TradeType(l/s),Positional,costPercent,startTime,cutOffTime,endTime,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap,TradingDays,TotalTrades,TradeMaxProfit,TradeMaxLoss,DayMaxProfit,DayMaxLoss,TradeAverageProfit,TradeAverageLoss,TradeWinPercent,TradeExpectancy,Profit,DayAverageProfit,DayAverageLoss,DayWinPercent,DayExpectancy,Profit(Cost),DayWinPercent(Cost),DayAverageProfit(Cost),DayAverageLoss(Cost),DayExpectancy(Cost),
1,l,TRUE,0.1,10:40,14:25,15:00,1.5,1000,-100,100,100,2,1,1000,11,-1000,1000,0,0.5,TRUE,2,0.5,0.4,0.8,1,15,5,340,1268,1471.1484,-1795.9004,4739.043,-3959.8984,200.00668,-148.40099,51.26183,1.4175310134887695,38292.59,825.4721,-345.38745,39.117645,1.535596489906311,-30058.799,28.235296,845.76074,-455.94995,0.72981334
