14:37:45.908192300,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:37:45.908192300,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:38:05.909557600,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:38:05.909557600,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:38:25.906780600,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:38:25.906780600,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:38:45.907281300,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:38:45.907281300,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:39:05.906864700,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:39:05.906864700,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:39:25.907752900,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:39:25.907752900,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:39:45.908521600,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:39:45.908521600,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:40:05.907557800,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:40:05.907557800,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:40:25.909183800,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:40:25.909183800,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:40:45.906426500,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:40:45.906426500,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:41:05.913128300,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:41:05.913128300,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:41:25.907803500,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:41:25.907803500,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:41:45.909634500,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:41:45.909634500,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:42:05.906631500,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:42:05.906631500,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:42:25.908346300,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:42:25.908346300,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:42:45.908088100,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:42:45.908088100,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:43:05.908187400,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:43:05.908187400,xxxxxxx_003:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
14:43:25.906915100,xxxxxxx_001:BANKNIFTY24NOVFUT Valar>0 Uday>0;:NRML
