09:45:59.537279,Price 50368.4,RoundedBN 50400.0,BNpremium 1212.7000000000014 50400,SkewDiff 436.85009765625,NiftyPremium 123.30000000000146 23600,FNPremium 303.9000000000008 23150,BankexPremium 118363.65 57500,SensexPremium 463.2600000000035 77800,ATRAndEMAInfos |BANKNIFTY:1.67:-2.86|NIFTY:1.36:-4.32|FINNIFTY:1.70:-2.68|BANKEX:1.69:-2.57|Sensex:1.33:-3.75,IndexPrices 50336.2;50374.25;50324.5;50372.55:23576.0;23577.1;23563.55;23575.15:23248.1;23264.7;23244.35;23263.6:57477.58;57512.84;57470.28;57506.15:77758.85;77768.93;77727.32;77765.89
09:46:59.537441,Price 50387.5,RoundedBN 50400.0,BNpremium 1236.0 50400,SkewDiff 476.10009765625,NiftyPremium 134.69999999999854 23600,FNPremium 293.7999999999986 23150,BankexPremium 118323.70999999999 57600,SensexPremium 469.570000000007 77800,ATRAndEMAInfos |BANKNIFTY:1.67:-2.86|NIFTY:1.36:-4.32|FINNIFTY:1.70:-2.68|BANKEX:1.69:-2.57|Sensex:1.33:-3.75,IndexPrices 50371.0;50409.6;50337.6;50382.8:23574.05;23595.25;23558.8;23588.15:23262.3;23283.0;23245.0;23272.05:57505.09;57559.13;57481.9;57556.59:77764.91;77833.77;77737.69;77829.76
09:47:59.537638,Price 50374.2,RoundedBN 50400.0,BNpremium 1216.1499999999971 50400,SkewDiff 437.5999755859375,NiftyPremium 131.69999999999925 23600,FNPremium 295.6500000000008 23150,BankexPremium 118351.76 57500,SensexPremium 470.87999999999886 77800,ATRAndEMAInfos |BANKNIFTY:1.67:-2.86|NIFTY:1.36:-4.32|FINNIFTY:1.70:-2.68|BANKEX:1.69:-2.57|Sensex:1.33:-3.75,IndexPrices 50385.6;50397.15;50373.4;50379.1:23589.7;23597.9;23586.35;23590.2:23274.15;23280.1;23270.1;23273.1:57555.51;57557.58;57517.86;57518.38:77830.18;77836.81;77811.6;77817.41
09:48:59.537800,Price 50382.75,RoundedBN 50400.0,BNpremium 1234.55 50400,SkewDiff 445.550048828125,NiftyPremium 117.65 23600,FNPremium 292.3500000000015 23150,BankexPremium 118349.73 57500,SensexPremium 483.9400000000023 77800,ATRAndEMAInfos |BANKNIFTY:1.67:-2.86|NIFTY:1.36:-4.32|FINNIFTY:1.70:-2.68|BANKEX:1.69:-2.57|Sensex:1.33:-3.75,IndexPrices 50378.6;50408.1;50370.45;50382.85:23590.25;23591.85;23576.05;23576.05:23271.9;23286.45;23268.25;23274.25:57516.44;57547.95;57501.98;57524.56:77815.72;77821.6;77792.21;77796.98
09:49:59.538002,Price 50412.2,RoundedBN 50400.0,BNpremium 1238.9000000000028 50400,SkewDiff 413.60009765625,NiftyPremium 114.94999999999999 23600,FNPremium 279.0499999999986 23150,BankexPremium 118328.07 57500,SensexPremium 464.56999999999533 77800,ATRAndEMAInfos |BANKNIFTY:1.67:-2.86|NIFTY:1.36:-4.32|FINNIFTY:1.70:-2.68|BANKEX:1.69:-2.57|Sensex:1.33:-3.75,IndexPrices 50382.5;50417.0;50379.0;50412.1:23575.6;23585.45;23570.55;23579.25:23274.45;23291.3;23271.3;23289.2:57518.47;57544.29;57517.55;57537.09:77791.09;77796.23;77768.1;77792.06
09:50:59.537138,Price 50394.7,RoundedBN 50400.0,BNpremium 1245.4999999999973 50400,SkewDiff 470.10009765625,NiftyPremium 114.34999999999854 23600,FNPremium 288.4000000000008 23150,BankexPremium 118350.92 57500,SensexPremium 427.96999999999827 77800,ATRAndEMAInfos |BANKNIFTY:1.67:-2.86|NIFTY:1.36:-4.32|FINNIFTY:1.70:-2.68|BANKEX:1.69:-2.57|Sensex:1.33:-3.75,IndexPrices 50410.5;50412.2;50350.5;50383.05:23578.75;23578.75;23565.35;23574.25:23287.75;23287.75;23260.6;23272.45:57540.13;57545.48;57497.39;57513.66:77790.3;77790.3;77747.14;77766.75
09:51:59.537331,Price 50368.2,RoundedBN 50400.0,BNpremium 1219.049999999997 50400,SkewDiff 465.0999755859375,NiftyPremium 114.90000000000073 23550,FNPremium 298.0499999999986 23150,BankexPremium 118360.86 57500,SensexPremium 400.58999999999355 77800,ATRAndEMAInfos |BANKNIFTY:1.67:-2.86|NIFTY:1.36:-4.32|FINNIFTY:1.70:-2.68|BANKEX:1.69:-2.57|Sensex:1.33:-3.75,IndexPrices 50389.9;50394.7;50352.9;50368.35:23576.8;23578.65;23565.05;23566.4:23273.65;23278.3;23261.45;23267.95:57517.28;57520.91;57493.69;57493.69:77773.18;77773.97;77748.15;77748.5
09:52:59.537235,Price 50363.2,RoundedBN 50400.0,BNpremium 1213.399999999997 50400,SkewDiff 436.0,NiftyPremium 114.35000000000146 23550,FNPremium 304.3500000000015 23150,BankexPremium 118367.98 57500,SensexPremium 386.3399999999965 77800,ATRAndEMAInfos |BANKNIFTY:1.67:-2.86|NIFTY:1.36:-4.32|FINNIFTY:1.70:-2.68|BANKEX:1.69:-2.57|Sensex:1.33:-3.75,IndexPrices 50369.2;50396.65;50355.5;50365.8:23567.75;23579.25;23563.55;23566.3:23268.6;23279.55;23259.35;23265.05:57492.66;57532.67;57492.66;57500.69:77756.54;77783.49;77753.42;77753.42
09:53:59.537488,Price 50348.9,RoundedBN 50300.0,BNpremium 1205.2999999999986 50300,SkewDiff 482.8499755859375,NiftyPremium 108.95 23600,FNPremium 310.6500000000008 23150,BankexPremium 118357.07 57500,SensexPremium 382.9400000000023 77800,ATRAndEMAInfos |BANKNIFTY:1.67:-2.86|NIFTY:1.36:-4.32|FINNIFTY:1.70:-2.68|BANKEX:1.69:-2.57|Sensex:1.33:-3.75,IndexPrices 50366.5;50379.45;50324.7;50346.35:23565.15;23571.0;23560.65;23571.0:23264.4;23269.95;23245.9;23254.15:57499.78;57513.66;57474.42;57488.87:77751.09;77763.59;77737.67;77757.28
09:54:59.537679,Price 50360.85,RoundedBN 50400.0,BNpremium 1203.0499999999986 50400,SkewDiff 400.2999267578125,NiftyPremium 104.74999999999855 23600,FNPremium 303.6000000000015 23150,BankexPremium 118356.36 57500,SensexPremium 417.3799999999959 77800,ATRAndEMAInfos |BANKNIFTY:1.67:-2.86|NIFTY:1.36:-4.32|FINNIFTY:1.70:-2.68|BANKEX:1.69:-2.57|Sensex:1.33:-3.75,IndexPrices 50348.65;50393.05;50346.5;50361.0:23570.8;23585.25;23570.8;23573.85:23255.95;23276.6;23254.85;23263.0:57488.87;57523.69;57488.87;57512.84:77758.69;77809.1;77757.64;77790.04
