16-09-21 09:15,NIFTY16SEP21
23-09-21 09:15,NIFTY23SEP21
30-09-21 09:15,NIFTY30SEP21
07-10-21 09:15,NIFTY07OCT21
14-10-21 09:15,NIFTY14OCT21
21-10-21 09:15,NIFTY21OCT21
28-10-21 09:15,NIFTY28OCT21
03-11-21 09:15,NIFTY03NOV21
11-11-21 09:15,NIFTY11NOV21
18-11-21 09:15,NIFTY18NOV21
25-11-21 09:15,NIFTY25NOV21
02-12-21 09:15,NIFTY02DEC21
09-12-21 09:15,NIFTY09DEC21
16-12-21 09:15,NIFTY16DEC21
23-12-21 09:15,NIFTY23DEC21
30-12-21 09:15,NIFTY30DEC21
06-01-22 09:15,NIFTY06JAN22
13-01-22 09:15,NIFTY13JAN22
20-01-22 09:15,NIFTY20JAN22
27-01-22 09:15,NIFTY27JAN22
03-02-22 09:15,NIFTY03FEB22
10-02-22 09:15,NIFTY10FEB22
17-02-22 09:15,NIFTY17FEB22
24-02-22 09:15,NIFTY24FEB22
03-03-22 09:15,NIFTY03MAR22
10-03-22 09:15,NIFTY10MAR22
17-03-22 09:15,NIFTY17MAR22
24-03-22 09:15,NIFTY24MAR22
31-03-22 09:15,NIFTY31MAR22
07-04-22 09:15,NIFTY07APR22
13-04-22 09:15,NIFTY13APR22
21-04-22 09:15,NIFTY21APR22
28-04-22 09:15,NIFTY28APR22
05-05-22 09:15,NIFTY05MAY22
12-05-22 09:15,NIFTY12MAY22
19-05-22 09:15,NIFTY19MAY22
26-05-22 09:15,NIFTY26MAY22
02-06-22 09:15,NIFTY02JUN22
09-06-22 09:15,NIFTY09JUN22
16-06-22 09:15,NIFTY16JUN22
23-06-22 09:15,NIFTY23JUN22
30-06-22 09:15,NIFTY30JUN22
07-07-22 09:15,NIFTY07JUL22
14-07-22 09:15,NIFTY14JUL22
21-07-22 09:15,NIFTY21JUL22
28-07-22 09:15,NIFTY28JUL22
04-08-22 09:15,NIFTY04AUG22
11-08-22 09:15,NIFTY11AUG22
18-08-22 09:15,NIFTY18AUG22
25-08-22 09:15,NIFTY25AUG22
01-09-22 09:15,NIFTY01SEP22
08-09-22 09:15,NIFTY08SEP22
15-09-22 09:15,NIFTY15SEP22
22-09-22 09:15,NIFTY22SEP22
29-09-22 09:15,NIFTY29SEP22
06-10-22 09:15,NIFTY06OCT22
13-10-22 09:15,NIFTY13OCT22
20-10-22 09:15,NIFTY20OCT22
27-10-22 09:15,NIFTY27OCT22
10-11-22 09:15,NIFTY10NOV22
17-11-22 09:15,NIFTY17NOV22
24-11-22 09:15,NIFTY24NOV22
01-12-22 09:15,NIFTY01DEC22
08-12-22 09:15,NIFTY08DEC22
15-12-22 09:15,NIFTY15DEC22
22-12-22 09:15,NIFTY22DEC22
29-12-22 09:15,NIFTY29DEC22
05-01-23 09:15,NIFTY05JAN23
12-01-23 09:15,NIFTY12JAN23
19-01-23 09:15,NIFTY19JAN23
25-01-23 09:15,NIFTY25JAN23
02-02-23 09:15,NIFTY02FEB23
09-02-23 09:15,NIFTY09FEB23
16-02-23 09:15,NIFTY16FEB23
23-02-23 09:15,NIFTY23FEB23
02-03-23 09:15,NIFTY02MAR23
09-03-23 09:15,NIFTY09MAR23
16-03-23 09:15,NIFTY16MAR23
23-03-23 09:15,NIFTY23MAR23
29-03-23 09:15,NIFTY29MAR23
06-04-23 09:15,NIFTY06APR23
13-04-23 09:15,NIFTY13APR23
20-04-23 09:15,NIFTY20APR23
27-04-23 09:15,NIFTY27APR23
04-05-23 09:15,NIFTY04MAY23
11-05-23 09:15,NIFTY11MAY23
18-05-23 09:15,NIFTY18MAY23
25-05-23 09:15,NIFTY25MAY23
01-06-23 09:15,NIFTY01JUN23
08-06-23 09:15,NIFTY08JUN23
15-06-23 09:15,NIFTY15JUN23
22-06-23 09:15,NIFTY22JUN23
28-06-23 09:15,NIFTY28JUN23
06-07-23 09:15,NIFTY06JUL23
13-07-23 09:15,NIFTY13JUL23
20-07-23 09:15,NIFTY20JUL23
27-07-23 09:15,NIFTY27JUL23
03-08-23 09:15,NIFTY03AUG23
10-08-23 09:15,NIFTY10AUG23
17-08-23 09:15,NIFTY17AUG23
24-08-23 09:15,NIFTY24AUG23
31-08-23 09:15,NIFTY31AUG23
07-09-23 09:15,NIFTY07SEP23
14-09-23 09:15,NIFTY14SEP23
21-09-23 09:15,NIFTY21SEP23
28-09-23 09:15,NIFTY28SEP23
05-10-23 09:15,NIFTY05OCT23
12-10-23 09:15,NIFTY12OCT23
19-10-23 09:15,NIFTY19OCT23
26-10-23 09:15,NIFTY26OCT23
02-11-23 09:15,NIFTY02NOV23
09-11-23 09:15,NIFTY09NOV23
16-11-23 09:15,NIFTY16NOV23
23-11-23 09:15,NIFTY23NOV23
30-11-23 09:15,NIFTY30NOV23
07-12-23 09:15,NIFTY07DEC23
14-12-23 09:15,NIFTY14DEC23
21-12-23 09:15,NIFTY21DEC23
28-12-23 09:15,NIFTY28DEC23
