Sr.No,TradeType(l/s),positional,costPercent,startTime,cutOffTime,endTime,candlePeriod,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap
1173,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.15,0.9,TRUE,1000,1000,1000,1.5,1000,10,5
1174,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.15,0.9,TRUE,1000,1000,1000,1.5,1000,10,5
1175,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.15,0.9,TRUE,1000,1000,1000,1.5,1000,10,5
1176,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.15,0.9,TRUE,1000,1000,1000,1.5,1000,10,5
1177,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.15,0.9,TRUE,1000,1000,1000,1.5,1000,10,5
1178,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.15,0.9,TRUE,1000,1000,1000,1.5,1000,10,5
1179,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1180,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1181,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1182,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1183,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1184,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1185,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1186,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1187,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1188,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1189,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1190,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1191,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1192,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1193,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1194,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1195,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1196,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1197,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.15,1,TRUE,1000,1000,1000,1.5,1000,10,5
1198,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1199,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1200,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1201,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1202,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1203,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1204,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1205,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1206,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1207,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1208,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1209,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1210,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1211,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1212,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1213,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1214,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1215,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1216,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.2,0.25,TRUE,1000,1000,1000,1.5,1000,10,5
1217,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1218,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1219,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1220,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1221,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1222,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1223,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1224,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1225,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1226,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1227,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1228,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1229,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1230,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1231,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1232,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1233,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1234,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1235,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.2,0.3,TRUE,1000,1000,1000,1.5,1000,10,5
1236,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1237,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1238,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1239,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1240,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1241,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1242,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1243,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1244,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1245,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1246,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1247,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1248,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1249,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1250,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1251,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1252,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1253,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1254,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.2,0.35,TRUE,1000,1000,1000,1.5,1000,10,5
1255,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1256,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1257,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1258,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1259,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1260,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1261,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1262,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1263,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1264,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1265,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1266,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1267,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1268,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1269,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1270,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1271,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1272,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1273,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.2,0.4,TRUE,1000,1000,1000,1.5,1000,10,5
1274,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1275,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1276,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1277,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1278,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1279,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1280,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1281,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1282,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1283,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1284,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1285,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1286,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1287,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1288,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1289,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1290,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1291,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1292,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.2,0.45,TRUE,1000,1000,1000,1.5,1000,10,5
1293,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1294,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1295,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1296,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1297,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1298,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1299,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1300,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1301,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1302,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1303,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1304,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1305,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1306,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1307,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1308,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1309,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1310,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1311,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.2,0.5,TRUE,1000,1000,1000,1.5,1000,10,5
1312,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1313,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1314,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1315,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1316,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1317,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1318,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1319,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1320,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1321,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1322,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1323,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1324,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1325,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1326,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1327,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
1328,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.2,0.6,TRUE,1000,1000,1000,1.5,1000,10,5
