Sr.No,TradeType(l/s),positional,costPercent,startTime,cutOffTime,endTime,candlePeriod,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap,TradingDays,TotalTrades,TradeMaxProfit,TradeMaxLoss,DayMaxProfit,DayMaxLoss,TradeAverageProfit,TradeAverageLoss,TradeWinPercent,TradeWinPercent(Cost),TradeExpectancy,TradeExpectancy(Cost),Profit,Profit %,DayAverageProfit,DayAverageLoss,DayWinPercent,DayExpectancy,ProfitCost,ProfitCost %,DayWinPercent(Cost),DayAverageProfit(Cost),DayAverageLoss(Cost),DayExpectancy(Cost),HoldingPeriodAvg,Calmar
1660,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.3,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,111,212,830.0469,-531.75,2069.3516,-1246.8984,188.19124,-156.9565,57.07547,50.4717,1.5942779,1.1365225,8488.099,28.27548,381.14035,-256.94418,52.25225,1.6232979,2339.418,7.061397,45.945946,367.25507,-273.17648,1.1427294,141.28773,0.7425394
1661,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.3,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,112,173,830.0469,-446.5,1631.7461,-862.59375,186.81444,-158.03305,64.16185,57.80347,2.1163807,1.4851346,10938.353,36.520588,304.39044,-221.82266,60.714287,2.1207104,5769.117,19.202297,51.785713,302.52188,-218.09543,1.4898565,139.2659,2.1696246
1662,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.3,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,81,143,645.85156,-531.75,1292.2461,-979.59766,203.3449,-149.16441,54.545456,49.65035,1.6358719,1.1860212,6165.216,21.266882,355.5187,-240.05498,53.08642,1.6758556,2162.1963,6.9563184,49.382717,326.922,-266.2118,1.1980999,145.55244,0.7771229
1663,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.3,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,59,76,1496.75,-469.94922,3855.3008,-537.3496,272.8476,-147.98778,51.315792,44.736843,1.9433776,1.4545071,5165.508,21.905066,353.39365,-187.45868,50.847458,1.9501877,3015.4912,14.294175,44.0678,370.56766,-200.58386,1.4555628,103.86842,2.5118341
1665,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.3,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,12,15,1496.75,-404.3496,3855.3008,-404.3496,508.19513,-129.31055,66.66667,60.000004,7.8600745,5.8925943,4435.3984,15.752526,635.2439,-161.63818,66.66667,7.860074,3982.1416,14.24465,58.333332,685.1505,-162.78242,5.892594,115.53333,6.4823723
1666,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.3,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,11,14,1496.75,-404.3496,3855.3008,-404.3496,527.6721,-131.11055,64.28571,57.14286,7.2443433,5.46617,4093.496,14.770395,678.43555,-163.88818,63.636364,7.244343,3675.2822,13.363015,54.545456,749.6997,-164.5832,5.4661694,114.71429,6.081163
1667,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.3,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,7,8,1358.8008,-404.3496,2358.5508,-404.3496,560.2503,-252.27441,75.0,75.0,6.662391,5.6005273,2856.9531,10.0415325,672.3004,-252.27441,71.42857,6.6623926,2615.1123,9.236509,71.42857,636.70996,-284.21875,5.6005282,124.25,5.3981905
1668,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.3,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,6,7,1358.8008,-404.3496,2358.5508,-404.3496,605.7199,-252.27441,71.42857,71.42857,6.00259,5.076538,2524.0508,9.087089,757.1499,-252.27441,66.66667,6.002591,2317.2568,8.382546,66.66667,721.4236,-284.21875,5.076539,124.14286,4.8991
1669,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.3,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,4,4,341.8496,-78.5,341.8496,-78.5,286.5747,-52.875,50.0,50.0,5.4198527,3.4141214,467.3994,2.5575879,286.5747,-52.875,50.0,5.4198527,377.60254,2.1563194,50.0,267.0083,-78.20703,3.4141214,73.0,6.833762
1670,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.3,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,4,4,341.8496,-78.5,341.8496,-78.5,286.5747,-52.875,50.0,50.0,5.4198527,3.4141214,467.3994,2.5575879,286.5747,-52.875,50.0,5.4198527,377.60254,2.1563194,50.0,267.0083,-78.20703,3.4141214,73.0,6.833762
1671,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.3,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,292.04883,-81.54883,292.04883,-81.54883,202.89973,-60.473633,60.000004,60.000004,5.0327663,3.1207254,487.75195,1.8941342,202.89973,-60.473633,60.000004,5.0327663,354.83203,1.3931893,60.000004,174.04948,-83.6582,3.1207254,81.6,3.1946597
1672,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.3,0.5,TRUE,1000,1000,1000,1.5,1000,10,5,3,3,292.04883,47.30078,292.04883,0.0,202.89973,NaN,100.0,100.0,NaN,NaN,608.6992,2.408043,202.89973,NaN,100.0,NaN,522.14844,2.1068397,100.0,174.04948,NaN,NaN,109.0,Infinity
1673,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,176,403,1474.3984,-606.25,3479.5469,-1854.5977,204.43973,-163.4617,56.82382,49.627792,1.6460214,1.1985078,18374.365,63.83949,502.5977,-312.31894,51.136364,1.6840936,6750.33,23.507586,43.75,506.24167,-325.5584,1.2094406,143.2655,1.2387497
1674,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,176,401,1474.3984,-606.25,3004.0547,-1854.5977,202.58882,-162.28691,56.857853,49.625935,1.6452074,1.1951132,18114.615,62.609722,495.63715,-308.055,51.136364,1.683758,6556.1367,22.478437,43.75,498.4771,-321.48083,1.2059954,143.21696,1.2564411
1675,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,175,400,1474.3984,-606.25,3004.0547,-1854.5977,202.58882,-161.39468,57.0,49.75,1.6639209,1.207791,18430.365,63.460567,495.63715,-307.96448,51.428574,1.7040677,6908.84,23.428862,44.0,498.4771,-321.16223,1.2195101,143.28,1.3830384
1676,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,174,396,1474.3984,-606.25,3004.0547,-1854.5977,201.31223,-158.95578,56.81818,49.49495,1.6664035,1.2056478,18113.812,62.012543,491.14993,-301.15918,51.14943,1.7076117,6711.1934,22.381563,43.67816,494.3487,-314.8909,1.2174772,143.44698,1.3197354
1677,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,139,290,833.39844,-473.75,2482.8438,-1854.5977,178.42342,-152.86462,61.03448,53.448277,1.8282671,1.2796569,14307.24,45.901165,406.14084,-273.63873,55.39568,1.8433086,5854.0117,16.878252,46.76259,408.17102,-279.42035,1.2831155,141.92758,1.0611011
1678,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,112,248,1474.3984,-578.4492,3479.5469,-1248.0977,212.55167,-153.82413,58.46774,51.6129,1.9452293,1.4099026,14976.106,50.0465,502.394,-291.68332,53.571426,1.9873791,7817.175,25.221575,47.32143,492.52557,-309.94373,1.4274793,147.10887,2.7358313
1679,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,112,247,1474.3984,-578.4492,2853.0977,-1248.0977,209.67738,-153.82413,58.299595,51.417004,1.9056907,1.3785526,14349.657,47.82995,491.9532,-291.68332,53.571426,1.9460771,7219.302,23.10613,47.32143,481.24496,-309.94373,1.3947849,146.92308,2.5063653
1680,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,117,194,833.39844,-446.5,2482.8438,-953.6992,189.9407,-158.37285,63.917522,57.216496,2.1245203,1.4967619,12466.547,40.57322,326.35272,-245.12999,61.538464,2.1301532,6678.877,21.152927,52.136757,328.0174,-238.03899,1.5010345,143.28351,2.1904693
1681,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,81,163,1474.3984,-578.4492,3479.5469,-1026.2969,221.52718,-150.00343,57.66871,52.14724,2.0118914,1.4774716,10473.318,37.542854,460.85458,-264.98065,54.320984,2.0682385,5936.421,21.224133,50.617283,431.81174,-294.19647,1.5044607,149.15952,2.1141467
1682,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,59,79,1496.75,-469.94922,3888.002,-565.3008,258.38025,-153.57918,54.430378,49.36709,2.0095227,1.4986964,5581.5,23.415323,380.72766,-181.98676,49.152542,2.022327,3336.9756,15.503661,47.457626,358.10968,-215.80954,1.4987934,104.25317,2.7392893
1683,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,23,27,1496.75,-401.1504,3888.002,-401.1504,409.74658,-114.71545,51.851852,51.851852,3.84661,2.8180153,4245.1514,15.54829,478.0377,-135.5728,52.173912,3.8466094,3448.579,12.840512,52.173912,445.45596,-172.44478,2.8180149,108.0,3.684749
1684,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,12,15,1496.75,-401.1504,3888.002,-401.1504,510.14023,-128.6707,66.66667,60.000004,7.9293942,5.93987,4458.049,15.853032,637.6753,-160.83838,66.66667,7.9293942,4004.8057,14.34511,58.333332,687.93097,-162.14218,5.939869,115.86667,6.5655675
1685,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,11,14,1496.75,-401.1504,3888.002,-401.1504,529.178,-130.4707,64.28571,57.14286,7.300646,5.5040593,4110.248,14.853825,680.37164,-163.08838,63.636364,7.3006454,3692.044,13.446405,54.545456,751.9598,-163.94296,5.504059,115.0,6.154242
1686,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,7,8,1358.8008,-401.1504,2391.252,-401.1504,563.4922,-250.6748,75.0,75.0,6.743704,5.6666784,2879.6035,10.142037,676.1906,-250.6748,71.42857,6.7437043,2637.7764,9.33697,71.42857,640.60254,-282.61816,5.666679,124.875,5.4972057
1687,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,6,7,1358.8008,-401.1504,2391.252,-401.1504,608.4305,-250.6748,71.42857,71.42857,6.067927,5.1292796,2540.8027,9.170518,760.5381,-250.6748,66.66667,6.0679274,2334.0186,8.465938,66.66667,724.8137,-282.61816,5.1292806,124.71429,4.984379
1688,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,341.8496,-78.5,341.8496,-78.5,236.83301,-52.875,60.000004,60.000004,6.718668,4.1475644,604.749,3.1664004,236.83301,-52.875,60.000004,6.718668,492.32324,2.6648276,60.000004,216.24577,-78.20703,4.1475644,70.6,8.445316
1689,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,341.8496,-78.5,341.8496,-78.5,236.83301,-52.875,60.000004,60.000004,6.718668,4.1475644,604.749,3.1664004,236.83301,-52.875,60.000004,6.718668,492.32324,2.6648276,60.000004,216.24577,-78.20703,4.1475644,70.6,8.445316
1690,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,6,6,292.04883,-81.54883,292.04883,-81.54883,186.5122,-60.473633,66.66667,66.66667,6.1683826,3.806377,625.10156,2.5029466,186.5122,-60.473633,66.66667,6.1683826,469.55273,1.9016974,66.66667,159.21729,-83.6582,3.806377,78.166664,4.360697
1691,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.3,0.6,TRUE,1000,1000,1000,1.5,1000,10,5,3,3,292.04883,47.30078,292.04883,0.0,202.89973,NaN,100.0,100.0,NaN,NaN,608.6992,2.408043,202.89973,NaN,100.0,NaN,522.14844,2.1068397,100.0,174.04948,NaN,NaN,109.0,Infinity
1692,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,176,433,1474.3984,-606.25,3476.996,-1854.5977,194.81224,-165.3715,56.581985,48.96074,1.5351958,1.1133661,16639.156,59.539795,511.51428,-341.82712,51.136364,1.5660129,4210.0537,16.21005,43.18182,519.6603,-352.84125,1.1193187,143.71132,0.6553649
1693,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,176,431,1474.3984,-606.25,2992.4043,-1854.5977,193.04324,-164.29488,56.612526,48.955917,1.5331292,1.1093254,16379.406,58.310028,504.55374,-337.56317,51.136364,1.564215,4015.8604,15.180897,43.18182,511.79355,-348.80444,1.1151323,143.66821,0.6419501
1694,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,175,430,1474.3984,-606.25,2992.4043,-1854.5977,193.04324,-163.4806,56.744186,49.069767,1.5490495,1.12008,16695.156,59.160866,504.55374,-337.8198,51.428574,1.5814154,4368.5635,16.131323,43.42857,511.79355,-348.76508,1.1265233,143.7279,0.7107039
1696,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,143,309,833.39844,-473.75,2482.8438,-1854.5977,173.43755,-150.89088,61.165047,52.75081,1.8103421,1.2594901,14672.791,48.036224,405.30243,-281.76828,55.944054,1.8265707,5713.509,17.112236,45.454548,422.30948,-278.67447,1.262852,143.0356,0.9948688
1697,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,112,265,1474.3984,-578.4492,3476.996,-1245.1973,205.43431,-153.44724,58.113205,52.07547,1.8574264,1.3409312,14604.242,49.92902,514.64307,-312.9681,53.571426,1.8973782,6988.008,23.404184,46.42857,511.72342,-327.02682,1.3561383,148.40378,2.218047
1698,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,112,264,1474.3984,-578.4492,2850.5469,-1245.1973,202.68259,-153.44724,57.954544,51.893936,1.8206472,1.311762,13977.793,47.712467,504.20224,-312.9681,53.571426,1.858885,6390.135,21.288733,46.42857,500.2258,-327.02682,1.3256681,148.23485,2.0175626
1699,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,118,203,833.39844,-446.5,2482.8438,-953.6992,186.83908,-151.36401,63.054188,56.15764,2.106657,1.4722416,12563.101,40.758476,335.72745,-239.86275,60.169495,2.1143875,6536.967,20.438087,50.847458,337.40366,-236.33192,1.4768984,145.16748,2.0862596
1695,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,174,425,1474.3984,-606.25,2992.4043,-1854.5977,192.28937,-161.23753,56.470592,48.705883,1.5471368,1.1154112,16320.504,57.23092,499.51392,-331.01453,51.14943,1.5800531,4127.7744,14.702324,43.103447,507.21234,-342.5571,1.1217159,143.84235,0.6509941
1700,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,81,178,1474.3984,-578.4492,3476.996,-1110.8984,215.63885,-152.94527,57.865166,53.370785,1.9362744,1.4237907,10739.907,39.191826,490.55792,-293.09842,54.320984,1.9903418,5813.3516,21.372318,50.617283,458.4185,-324.54517,1.4478074,151.30899,1.8814743
1701,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,59,84,1496.75,-469.94922,3888.002,-562.9512,249.24683,-154.45538,57.14286,51.19048,2.151619,1.595601,6403.454,26.093758,410.48108,-183.3499,49.152542,2.1641593,4012.5957,17.68079,47.457626,383.70013,-217.12929,1.5961359,105.45238,3.2337773
1702,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,23,30,1496.75,-401.1504,3888.002,-401.1504,348.1589,-118.86899,56.666668,53.333336,3.830139,2.7822,4373.4043,15.874603,493.2251,-140.48154,52.173912,3.8301382,3485.373,12.866692,52.173912,453.02377,-177.35565,2.786535,106.433334,3.6922615
1703,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,175,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,12,16,1496.75,-401.1504,3888.002,-401.1504,482.0047,-128.6707,68.75,62.5,8.241273,6.140174,4658.698,16.328968,662.7565,-160.83838,66.66667,8.241275,4167.1953,14.720813,58.333332,711.12946,-162.14218,6.140174,113.875,6.7375216
1704,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3,1000,30,200,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,11,15,1496.75,-401.1504,3888.002,-401.1504,496.3251,-130.4707,66.66667,60.000004,7.608225,5.702165,4310.8975,15.32976,709.0358,-163.08838,63.636364,7.6082225,3854.4336,13.822108,54.545456,779.0247,-163.94296,5.702164,112.933334,6.326196
1705,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,175,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,7,9,1358.8008,-401.1504,2391.252,-401.1504,510.84332,-250.6748,77.77778,77.77778,7.1325545,5.9438844,3074.5537,10.602665,715.18066,-250.6748,71.42857,7.1325545,2794.463,9.69737,71.42857,671.9398,-282.61816,5.9438844,120.111115,5.709393
1706,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,3.5,1000,30,200,1000,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,6,8,1358.8008,-401.1504,2391.252,-401.1504,539.5171,-250.6748,75.0,75.0,6.4567766,5.4064846,2735.753,9.6311455,809.27563,-250.6748,66.66667,6.456778,2490.705,8.826337,66.66667,763.98535,-282.61816,5.406486,119.375,5.1965666
1707,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,15,150,175,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,6,6,341.8496,-78.5,341.8496,-78.5,236.83301,-46.716797,50.0,50.0,5.069547,2.9381115,570.34863,3.0517404,236.83301,-46.716797,50.0,5.069547,427.93652,2.4502203,50.0,216.24577,-73.60026,2.9381115,68.0,4.8536415
1708,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,3.5,15,150,175,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,5,5,341.8496,-78.5,341.8496,-78.5,236.83301,-52.875,60.000004,60.000004,6.718668,4.1475644,604.749,3.1664004,236.83301,-52.875,60.000004,6.718668,492.32324,2.6648276,60.000004,216.24577,-78.20703,4.1475644,70.6,8.445316
1709,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,1.5,1000,20,175,200,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,6,6,292.04883,-81.54883,292.04883,-81.54883,186.5122,-60.473633,66.66667,66.66667,6.1683826,3.806377,625.10156,2.5029466,186.5122,-60.473633,66.66667,6.1683826,469.55273,1.9016974,66.66667,159.21729,-83.6582,3.806377,78.166664,4.360697
1712,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,20,50,1000,0.3,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,176,449,1474.3984,-606.25,2961.254,-1854.5977,190.61826,-163.42212,56.792873,48.775055,1.5331763,1.106469,16903.762,62.060005,510.4826,-357.86478,52.272724,1.5623218,4042.1895,17.128996,42.613636,536.0632,-358.045,1.1117784,144.48329,0.68172044
1713,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5.5,20,50,1000,0.3,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,175,448,1474.3984,-606.25,2961.254,-1854.5977,190.61826,-162.3782,56.91964,48.88393,1.5510278,1.1183066,17268.66,63.042004,510.4826,-357.78003,52.571426,1.5815194,4444.0645,18.210493,42.857143,536.0632,-357.60672,1.1242723,144.54018,0.7573621
1714,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,5,20,50,1000,0.3,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,175,443,1474.3984,-606.25,2961.254,-1854.5977,189.92073,-160.24242,56.659145,48.53273,1.5494138,1.1139978,16903.559,61.140663,500.29187,-350.88306,52.571426,1.5804135,4212.834,16.810114,42.857143,524.8656,-351.5208,1.1198461,144.65915,0.7019548
1710,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,50,3,2,1000,20,175,200,0.3,0.7,TRUE,1000,1000,1000,1.5,1000,10,5,3,3,292.04883,47.30078,292.04883,0.0,202.89973,NaN,100.0,100.0,NaN,NaN,608.6992,2.408043,202.89973,NaN,100.0,NaN,522.14844,2.1068397,100.0,174.04948,NaN,NaN,109.0,Infinity
1711,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,20,50,1000,0.3,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,176,451,1474.3984,-606.25,3476.996,-1854.5977,192.32071,-164.54738,56.76275,48.780487,1.5344064,1.1099428,17147.363,63.246784,517.2919,-362.4225,52.272724,1.5632521,4220.2266,18.11516,42.613636,544.0348,-362.2018,1.1153623,144.52328,0.68995905
1715,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,2,20,50,1000,0.3,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,145,322,833.39844,-504.10156,2482.8438,-1854.5977,173.8803,-153.6642,60.559006,52.48447,1.737435,1.213761,14391.302,48.960415,419.51816,-294.9254,55.172413,1.7507138,5055.4834,16.735958,44.827587,437.11865,-291.96536,1.216442,143.22981,0.92504025
1716,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1000,30,100,1000,0.3,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,112,279,1474.3984,-572.4492,3476.996,-1245.1973,200.69814,-154.91663,59.139782,51.97133,1.8750997,1.3496466,15454.694,54.411903,529.7212,-330.55484,54.464287,1.9167414,7449.8086,26.484806,45.535713,545.87537,-334.2596,1.3653686,148.9319,2.525197
1717,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,6,30,100,1000,0.3,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,112,278,1474.3984,-572.4492,2850.5469,-1245.1973,198.10208,-154.91663,58.9928,51.798557,1.8396276,1.321586,14828.245,52.195343,519.45154,-330.55484,54.464287,1.8795817,6851.9355,24.369364,45.535713,534.1524,-334.2596,1.3360466,148.77338,2.3235002
1718,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1,1.5,20,50,1000,0.3,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,122,208,833.39844,-446.5,2482.8438,-953.6992,186.15685,-151.69011,63.461536,56.25,2.1314838,1.4906054,13044.254,43.388203,330.99933,-238.53534,60.65574,2.1392665,6897.839,22.566498,51.639343,330.4721,-235.96446,1.4954666,145.67308,2.2719438
1719,l,FALSE,0.05,09:16,15:10,15:20,1,1.5,4,-100,100,170,2,1.5,1000,30,100,1000,0.3,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,81,188,1474.3984,-572.4492,3476.996,-1378.3984,208.01321,-157.10704,58.510635,52.12766,1.8672106,1.3676463,10627.105,39.65982,493.66336,-321.88187,55.555557,1.9170985,5399.494,20.840069,49.382717,482.719,-339.25037,1.3881942,150.79256,1.8492892
1720,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,1.5,1000,30,175,1000,0.3,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,59,87,1496.75,-469.94922,3888.002,-562.9512,244.93597,-151.48372,57.471264,50.574715,2.1850173,1.6097925,6641.9014,26.858618,419.90866,-184.515,49.152542,2.1998847,4163.5537,18.145273,45.76271,407.0399,-213.32886,1.6099082,105.29885,3.1552832
1721,l,FALSE,0.05,09:16,15:10,15:15,1,1.5,4,-100,100,100,2,2.5,1000,30,175,1000,0.3,0.8,TRUE,1000,1000,1000,1.5,1000,10,5,23,31,1496.75,-401.1504,3888.002,-401.1504,334.44455,-118.86899,58.064514,54.83871,3.8956926,2.8179867,4474.705,16.278608,501.66684,-140.48154,52.173912,3.8956926,3555.3604,13.170509,52.173912,458.85605,-177.35565,2.8224092,106.03226,3.7794456
