sno,TradeType(l/s),Positional,costPercent,startTime,cutOffTime,endTime,CandlePeriod,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap
15133,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,60,2,2,4,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15134,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,80,2,2,4,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15135,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,100,2,2,6,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15136,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,8,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15137,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,80,2,2,3,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15138,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,1,5,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15139,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,15,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15140,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,80,2,2,3,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15141,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,1,8,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15142,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,1,5,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15143,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,3,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15144,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,80,2,2,3,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15145,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,1,3,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15146,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,20,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15147,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,50,3,0,8,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15148,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,80,3,0,5,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15149,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,0,2,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15150,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,40,3,1,2,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15151,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,90,3,1,5,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15152,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,90,3,1,4,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15153,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,90,3,1,4,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15154,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,90,3,2,5,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
15155,l,TRUE,0.05,09:16,15:10,15:15,15,0,1.5,-100,100,90,3,2,4,15,5,6,0,1000,TRUE,1000,1000,1000,1000,1000,1,5
