S.no,Date,TotalTrades,Profit,Profit%,ProfitCost,ProfitCost%,
1129,22-11-16,1,-24.15039,-0.13001557,-42.71289,-0.22994827,
1129,30-11-16,3,179.79688,0.96845096,123.98828,0.66797674,
1129,02-12-16,2,-370.20117,-2.0086493,-406.8711,-2.207631,
1129,09-12-16,1,49.25,0.26410908,30.578125,0.16397889,
1129,27-12-16,1,8.099609,0.045324292,-9.775391,-0.05470173,
1129,23-02-18,2,278.8496,1.1109521,228.50781,0.9103938,
1129,06-03-18,2,-258.20117,-1.0322053,-308.10156,-1.2316916,
1129,16-10-18,1,6.1992188,0.024230557,-19.388672,-0.075783476,
1129,17-10-18,2,-330.5,-1.2799927,-381.97656,-1.4793593,
1129,22-10-18,3,212.40234,0.8407871,136.50977,0.54037535,
1129,24-10-18,1,-192.5,-0.7618919,-217.66992,-0.86151147,
1129,29-10-18,1,186.94922,0.7543735,162.07422,0.65399843,
1129,02-11-18,4,644.1504,2.516637,541.43945,2.1153784,
1129,10-06-19,1,-197.79883,-0.6321552,-228.99023,-0.7318414,
1129,13-06-19,2,30.0,0.09692322,-31.929688,-0.1031307,
1129,08-08-19,2,385.74805,1.3790022,329.60742,1.1783081,
1129,23-08-19,1,-184.79883,-0.6802365,-211.87305,-0.77989554,
1129,30-08-19,1,25.59961,0.09332857,-1.84375,-0.0067217653,
1129,12-09-19,2,-179.15039,-0.63955814,-235.08203,-0.83924323,
1129,01-10-19,1,-270.6504,-0.9193319,-299.95508,-1.0188726,
1129,09-10-19,2,1236.3516,4.393132,1179.4473,4.1909413,
1129,15-10-19,1,-124.95117,-0.43583462,-153.55664,-0.5356116,
1129,22-10-19,3,209.00195,0.7098475,120.55078,0.40948588,
1129,04-11-19,1,-125.55078,-0.41074637,-156.05469,-0.51054156,
1129,06-11-19,3,664.44727,2.186675,572.93945,1.8855803,
1129,04-02-20,3,878.25,2.8997116,786.9414,2.5982642,
1129,11-02-20,3,-152.05273,-0.48380345,-246.20898,-0.7835542,
1129,23-06-20,1,57.84961,0.2606067,35.621094,0.16046946,
1129,07-07-20,3,900.59766,4.0296025,833.0996,3.7275984,
1129,15-07-20,2,423.79883,1.9648609,380.44727,1.7638842,
1129,17-07-20,3,416.74805,1.9067014,350.9668,1.605747,
1129,21-07-20,1,-15.1484375,-0.06679073,-37.820312,-0.16675292,
1129,24-07-20,3,-167.85156,-0.739142,-235.89062,-1.0387886,
1129,04-08-20,3,62.29883,0.2920827,-1.7695312,-0.008072473,
1129,10-08-20,2,-3.7519531,-0.016887993,-47.722656,-0.21688832,
1129,11-08-20,1,-160.45117,-0.7223739,-182.58203,-0.82201016,
1129,18-08-20,3,306.5,1.3894628,240.17188,1.0887768,
1129,21-08-20,2,21.5,0.09664435,-23.019531,-0.103407025,
1129,24-08-20,2,449.70117,1.9901175,404.2832,1.7891245,
1129,25-08-20,3,-425.30078,-1.8426399,-494.32422,-2.141726,
1129,28-08-20,3,925.40234,3.8723216,853.24414,3.5703895,
1129,02-09-20,2,14.099609,0.059181157,-33.666016,-0.1408588,
1129,04-09-20,3,-448.0,-1.9197459,-517.7617,-2.2187846,
1129,10-09-20,2,112.20117,0.4993151,67.1875,0.29907358,
1129,15-09-20,3,146.75195,0.65454125,79.4043,0.3542257,
1129,25-09-20,1,228.60156,1.1003448,207.71094,0.9997903,
1129,29-09-20,1,-192.75,-0.8936561,-214.22266,-0.9932108,
1129,06-10-20,2,50.45117,0.22088936,4.7441406,0.020773852,
1129,08-10-20,4,485.70117,2.095826,392.73828,1.6947974,
1129,19-10-20,2,309.85156,1.2996955,262.01562,1.0990444,
1129,27-10-20,1,490.05078,2.0192041,465.5371,1.9181981,
1129,13-11-20,2,144.39844,0.50832915,87.509766,0.30807263,
1129,18-11-20,3,172.05078,0.5794084,82.86328,0.27910915,
1129,04-12-20,1,75.59961,0.25192058,45.552734,0.15179539,
1129,24-12-20,2,232.95117,0.7712233,172.41992,0.57082903,
1129,28-12-20,2,-104.95117,-0.34111893,-166.43164,-0.5409477,
1129,29-12-20,2,-421.60156,-1.3489594,-483.89844,-1.5482851,
1129,05-01-21,3,190.54688,0.6017222,95.42578,0.30141574,
1129,12-01-21,4,433.99805,1.3487706,305.01562,0.94808805,
1129,13-01-21,2,-335.04883,-1.0257719,-400.20703,-1.2252576,
1129,29-01-21,3,-953.6992,-3.0904608,-1045.7949,-3.3889115,
1129,24-02-21,1,0.0,0.0,-35.625,-0.0999955,
1129,02-03-21,1,-278.15234,-0.7788251,-313.72656,-0.87843275,
1129,03-03-21,1,687.85156,1.9273248,651.8203,1.826367,
1129,12-03-21,2,-425.39453,-1.1683892,-497.9961,-1.367804,
1129,15-03-21,3,950.89844,2.723022,845.64844,2.421672,
1129,23-03-21,3,-260.39453,-0.76795304,-361.96094,-1.067587,
1129,30-03-21,3,273.4961,0.8117187,172.26953,0.5113033,
1129,06-04-21,1,-241.09961,-0.73238033,-273.9004,-0.83201814,
1129,07-04-21,2,-512.3008,-1.5610274,-577.6797,-1.7602501,
1129,13-04-21,3,477.20117,1.5155201,382.83203,1.214761,
1129,19-04-21,1,304.8496,0.9844131,273.72852,0.8839176,
1129,28-04-21,4,1874.207,5.661861,1740.3359,5.2590184,
1129,07-05-21,3,-692.3008,-2.0845246,-791.5781,-2.3834698,
1129,17-05-21,3,1366.4492,4.1914225,1267.9492,3.8893147,
1129,21-05-21,3,623.39453,1.8104162,519.77734,1.509519,
1129,24-05-21,2,-600.84766,-1.7080572,-670.89844,-1.9072181,
1129,28-05-21,1,-140.30078,-0.39751795,-175.52734,-0.4973263,
1129,03-06-21,2,-161.09766,-0.45328432,-232.09766,-0.653064,
1129,09-06-21,2,-266.0,-0.7517376,-336.63672,-0.95136297,
1129,21-06-21,1,237.19922,0.68445987,202.42578,0.58411795,
1129,05-07-21,2,-45.30078,-0.12905726,-115.48047,-0.32899284,
1129,22-07-21,3,238.05078,0.6835331,133.42969,0.3831649,
1129,04-10-21,3,96.50391,0.25714695,-16.164062,-0.042985372,
1129,01-11-21,1,112.44922,0.28347158,72.72266,0.18332548,
1129,15-11-21,1,-250.15234,-0.6401065,-289.10547,-0.73978233,
1129,03-12-21,3,-802.84375,-2.1826484,-912.78906,-2.4815555,
1129,08-12-21,1,78.19922,0.2110492,41.10547,0.11093815,
1129,13-12-21,1,19.597656,0.05235284,-17.847656,-0.047677916,
1129,23-12-21,3,122.80078,0.34852427,16.972656,0.048364855,
1129,31-12-21,2,-80.05469,-0.22517972,-151.04688,-0.4250833,
1129,03-01-22,2,1269.2031,3.5444496,1196.9492,3.3426695,
1129,05-01-22,2,1113.0977,2.9986634,1038.2969,2.7971544,
1129,06-01-22,1,-301.44922,-0.79891133,-339.03125,-0.89851254,
1129,10-01-22,2,-111.60156,-0.29239318,-187.8125,-0.49224967,
1129,27-01-22,1,404.94922,1.0771201,367.15234,0.97658455,
1129,10-02-22,3,174.19922,0.44635916,57.007812,0.14612572,
1129,08-03-22,1,443.30078,1.3536831,410.33398,1.2530142,
1129,09-03-22,4,1337.5508,3.9925053,1202.8477,3.5905027,
1129,14-03-22,1,327.25,0.9389127,292.23438,0.8384493,
1129,22-03-22,3,1495.1562,4.1647882,1386.6836,3.862707,
1129,28-03-22,3,683.1992,1.9258399,576.41016,1.6248636,
1129,30-03-22,2,323.30078,0.8950721,250.89844,0.6946262,
1129,01-04-22,2,997.1992,2.7173982,923.3086,2.5160446,
1129,07-04-22,3,-438.60156,-1.1572149,-552.0703,-1.4566448,
1129,12-04-22,2,-194.89844,-0.5148341,-270.51172,-0.71459174,
1129,26-04-22,2,-33.796875,-0.092304155,-106.84375,-0.2922563,
1129,23-05-22,1,44.75,0.12929657,10.1171875,0.02923168,
1129,26-05-22,3,828.2461,2.3746345,723.1875,2.0734606,
1129,30-05-22,3,-49.046875,-0.13604234,-157.05469,-0.43596914,
1129,03-06-22,1,-180.54688,-0.503647,-216.30469,-0.60339576,
1129,08-06-22,2,-286.19922,-0.80910176,-356.78516,-1.0086923,
1129,21-06-22,1,-150.25,-0.4477583,-183.73047,-0.54753304,
1129,23-06-22,3,116.19922,0.351148,16.511719,0.050958127,
1129,27-06-22,2,-332.64844,-0.9766153,-400.59766,-1.176119,
1129,30-06-22,1,-220.20312,-0.6553255,-253.69531,-0.7549983,
1129,05-07-22,3,447.1953,1.3099339,344.54688,1.0092698,
1129,07-07-22,3,306.0,0.88322186,201.90625,0.5827832,
1129,18-07-22,3,1362.1016,3.9023037,1256.6992,3.600347,
1129,22-07-22,2,426.10156,1.1667991,352.84766,0.9662076,
1129,25-07-22,1,-150.30078,-0.40768817,-187.09375,-0.5074885,
1129,05-08-22,1,68.34766,0.18002996,30.351562,0.079947,
1129,30-08-22,3,2482.8438,6.4094505,2365.3906,6.106247,
1129,08-09-22,3,166.14844,0.41656715,46.371094,0.11636433,
1129,09-09-22,2,-48.398438,-0.11925233,-129.48828,-0.31918517,
1129,20-09-22,2,194.79688,0.47009766,111.828125,0.26987165,
1129,30-09-22,1,592.9492,1.5589384,554.6172,1.4581586,
1129,07-10-22,1,-32.05078,-0.081762195,-71.234375,-0.18172035,
1129,18-10-22,3,234.60547,0.58316123,113.75781,0.28288376,
1129,21-10-22,2,712.6992,1.7605674,631.3789,1.5596864,
1129,31-10-22,2,-161.19922,-0.39025533,-243.71875,-0.590053,
1129,01-11-22,1,-88.94922,-0.21347386,-130.57031,-0.31336248,
1129,30-01-23,2,-784.4492,-1.926808,-865.46484,-2.1258512,
1129,01-02-23,2,691.2031,1.6825598,608.6914,1.4817147,
1129,16-02-23,3,-223.0039,-0.531889,-348.64844,-0.83161736,
1129,15-03-23,2,-376.10156,-0.9460696,-455.41797,-1.1455902,
1130,02-03-16,2,175.19922,1.1759244,145.31445,0.9753454,
1130,04-03-16,2,-130.2002,-0.84470606,-160.95605,-1.0442815,
1130,09-03-16,2,32.799805,0.21547332,2.296875,0.015360139,
1130,14-03-16,3,-159.05078,-1.0338514,-205.125,-1.3333435,
1130,16-03-16,4,169.25098,1.0974048,107.453125,0.69686484,
1130,11-04-16,2,237.75,1.5144205,206.23145,1.3136561,
1130,13-04-16,5,345.1504,2.1360378,264.12012,1.6349831,
1130,21-04-16,4,23.0,0.13846114,-43.820312,-0.2615986,
1130,09-05-16,6,102.69531,0.62152433,3.34375,0.02124247,
1130,12-05-16,2,-32.65039,-0.19271845,-66.50195,-0.39261463,
1130,25-05-16,5,539.09766,3.222446,455.14648,2.7208557,
1130,30-05-16,1,-153.55078,-0.87002546,-171.12305,-0.9695906,
1130,30-11-16,1,5.6992188,0.030595314,-12.931641,-0.06942138,
1130,02-12-16,1,-208.65039,-1.1307524,-226.99805,-1.230185,
1130,12-10-18,3,311.29688,1.2303696,235.23047,0.92975855,
1130,24-10-18,1,-137.14844,-0.54400885,-162.29102,-0.6437386,
1130,02-11-18,1,143.94922,0.5619877,118.26367,0.46170956,
1130,23-05-19,4,-398.8496,-1.2768071,-523.5508,-1.676173,
1130,20-09-19,3,3476.996,12.596661,3392.0664,12.290356,
1130,23-09-19,2,874.5488,2.9151702,814.0879,2.7137012,
1130,09-10-19,6,2665.5059,9.414652,2494.2676,8.80995,
1130,11-10-19,2,-699.5508,-2.450852,-756.2754,-2.6496172,
1130,22-10-19,1,66.30078,0.22511776,36.814453,0.12499984,
1130,06-11-19,1,115.34961,0.3782221,84.79492,0.27803573,
1130,04-02-20,1,254.5,0.8391488,224.04492,0.738731,
1130,11-02-20,3,-237.55273,-0.75551474,-331.75195,-1.0551302,
1130,19-02-20,3,-570.2988,-1.8468902,-662.6465,-2.1459653,
1130,30-06-20,2,-301.1504,-1.3919101,-344.26953,-1.5912061,
1130,02-07-20,1,-292.19922,-1.3094825,-314.3672,-1.4088275,
1130,06-07-20,3,-109.20117,-0.48996693,-175.99414,-0.7897377,
1130,07-07-20,1,274.94922,1.2288069,252.4375,1.1281971,
1130,15-07-20,5,265.29688,1.222131,156.51953,0.7215281,
1130,20-07-20,2,-260.50195,-1.1604004,-305.27148,-1.3598294,
1130,21-07-20,4,-178.44727,-0.7851104,-269.19727,-1.184716,
1130,05-08-20,2,-93.95117,-0.43033332,-137.55273,-0.6301154,
1130,10-08-20,4,-146.90234,-0.6669266,-234.91211,-1.0666045,
1130,18-08-20,3,175.14844,0.79253644,108.75195,0.49213675,
1130,21-08-20,4,-164.54688,-0.73738676,-253.6914,-1.1370318,
1130,24-08-20,3,670.1504,2.9655092,602.02344,2.6640394,
1130,28-08-20,3,826.9531,3.4556074,754.74414,3.1538773,
1130,31-08-20,1,-360.95117,-1.4473274,-385.70898,-1.5466003,
1130,10-09-20,3,81.25391,0.36100006,13.6875,0.06082123,
1130,25-09-20,3,496.90234,2.3851552,434.13867,2.0839627,
1130,01-10-20,3,395.69922,1.8066521,329.79297,1.505748,
1130,05-10-20,4,-383.5547,-1.6886638,-474.13672,-2.087826,
1130,08-10-20,3,125.10156,0.537983,55.259766,0.23772824,
1130,14-10-20,5,1296.0488,5.478198,1177.0625,4.9754615,
1130,19-10-20,6,315.75195,1.323067,171.93555,0.72239494,
1130,21-10-20,4,192.39844,0.77844316,93.43164,0.3780378,
1130,02-11-20,3,151.19727,0.6796802,76.625,0.3793475,
1130,09-11-20,4,-969.4512,-3.5441709,-1078.3574,-3.942397,
1130,10-11-20,3,1361.4961,4.8575463,1276.7012,4.555126,
1130,25-11-20,1,-252.90039,-0.8394198,-282.90234,-0.93900144,
1130,24-12-20,3,250.40234,0.8281071,159.55664,0.5276823,
1130,29-12-20,3,-725.5488,-2.319162,-819.041,-2.6180038,
1130,29-01-21,3,-1290.6973,-4.1666903,-1382.9609,-4.4646006,
1130,01-02-21,3,1845.3555,5.6819944,1746.9961,5.379159,
1130,05-02-21,2,-1026.2969,-2.8214235,-1098.5156,-3.0200074,
1130,15-02-21,3,-56.597656,-0.1538829,-166.85547,-0.45378858,
1130,16-02-21,1,-444.25,-1.1795553,-481.6914,-1.2789682,
1130,25-02-21,1,-349.89844,-0.9420002,-386.8672,-1.0415279,
1130,03-03-21,3,1864.6523,5.215042,1756.457,4.912447,
1130,12-03-21,2,-378.14453,-1.0393125,-450.72266,-1.2387924,
1130,15-03-21,2,152.84766,0.43465555,82.4375,0.2344377,
1130,23-03-21,1,-92.5,-0.27284083,-126.359375,-0.37271348,
1130,13-04-21,5,167.10352,0.52411354,9.714844,0.023849323,
1130,28-04-21,2,1304.2031,3.9463093,1237.4531,3.7443366,
1130,07-05-21,1,-217.30078,-0.65460426,-250.38672,-0.7542734,
1130,17-05-21,4,1436.3008,4.392485,1304.7734,3.990269,
1130,18-05-21,1,-127.84766,-0.3751294,-161.86328,-0.47493774,
1130,21-05-21,3,375.29297,1.0872142,271.55078,0.7866761,
1130,22-07-21,1,3.0507812,0.008739678,-31.859375,-0.091268644,
1130,03-12-21,1,-306.44922,-0.83226067,-343.1172,-0.9318443,
1130,13-12-21,2,-104.80078,-0.2793751,-179.75781,-0.47922963,
1130,31-12-21,2,-125.55469,-0.35330606,-196.57031,-0.55314755,
1130,10-01-22,2,-71.296875,-0.18676405,-147.48438,-0.38666475,
1130,01-02-22,4,-1110.8984,-2.869837,-1265.1133,-3.2683954,
1130,03-03-22,1,-487.89844,-1.366848,-523.35156,-1.4661701,
1130,04-03-22,1,-238.30078,-0.6830187,-273.0703,-0.7826752,
1130,09-03-22,3,745.4961,2.219174,644.33984,1.9180593,
1130,10-03-22,2,509.20312,1.4601297,439.1953,1.2593944,
1130,17-03-22,3,126.30078,0.3470575,17.035156,0.04687427,
1130,22-03-22,4,1275.8047,3.5360627,1130.8164,3.1342978,
1130,28-03-22,3,238.7461,0.67048764,131.73828,0.37014896,
1130,30-03-22,3,394.90625,1.0924733,286.26172,0.7919407,
1130,04-04-22,3,-468.29688,-1.2229152,-582.9297,-1.5223079,
1130,26-04-22,3,-80.84766,-0.22124091,-190.4375,-0.5211399,
1130,20-05-22,6,302.0039,0.8911236,97.96484,0.2907067,
1130,26-05-22,2,483.39844,1.384404,413.32422,1.1837184,
1130,30-05-22,1,-16.449219,-0.04567768,-52.44922,-0.14564575,
1130,23-06-22,4,-477.60547,-1.4312782,-610.83984,-1.8305857,
1130,27-06-22,2,-309.69922,-0.9096052,-377.63672,-1.1091417,
1130,30-08-22,2,1608.1992,4.14906,1529.875,3.946989,
1130,08-09-22,1,14.097656,0.035297,-25.847656,-0.06471605,
1130,20-09-22,2,244.19922,0.58967435,161.2539,0.38938546,
1130,30-09-22,3,1007.79297,2.6319132,892.41797,2.3306139,
1130,04-10-22,2,-40.44922,-0.10357346,-118.51172,-0.30352956,
1130,14-10-22,4,-8.292969,-0.020907024,-165.76562,-0.42089224,
1130,21-10-22,3,905.2461,2.2331908,783.1875,1.9320825,
1130,01-02-23,1,310.20312,0.7544282,268.9297,0.65404934,
1131,02-03-16,1,114.450195,0.76861477,99.50195,0.66822666,
1131,04-03-16,3,-455.30078,-2.9517918,-501.3418,-3.2503116,
1131,14-03-16,1,-26.299805,-0.17089503,-41.67578,-0.27080747,
1131,11-04-16,2,221.70117,1.4117222,190.17871,1.2110233,
1131,13-04-16,3,308.69922,1.9118079,260.0791,1.6108546,
1131,21-04-16,2,55.097656,0.33035952,21.71289,0.13020083,
1131,09-05-16,2,74.40039,0.4502253,41.304688,0.24998441,
1131,12-05-16,1,-48.90039,-0.28875342,-65.81055,-0.3886067,
1131,25-05-16,4,558.9004,3.3430376,491.74023,2.941396,
1131,30-05-16,1,-115.55078,-0.65528566,-133.12695,-0.7549597,
1131,02-12-16,2,-416.79688,-2.2582803,-453.5,-2.457152,
1131,12-10-18,1,139.09961,0.5502325,113.75,0.44995776,
1131,24-10-18,2,-234.44922,-0.9281887,-284.84766,-1.1277211,
1131,23-05-19,1,88.20117,0.28197217,56.876953,0.18183112,
1131,20-09-19,5,6480.6523,23.420439,6338.8125,22.908743,
1131,26-09-19,2,591.0488,1.9713466,530.78906,1.7703662,
1131,09-10-19,2,1123.8516,3.983624,1066.8652,3.7816353,
1131,11-10-19,2,-404.9004,-1.4185804,-461.76758,-1.6178695,
1131,06-11-19,1,83.44922,0.2736152,52.908203,0.17347664,
1131,11-02-20,2,4.1015625,0.013242669,-58.726562,-0.1867594,
1131,19-02-20,3,-578.3535,-1.8736274,-670.66797,-2.172697,
1131,06-07-20,3,-258.05273,-1.158427,-324.74414,-1.4578478,
1131,15-07-20,4,519.3535,2.3921762,432.20508,1.9909942,
1131,17-07-20,1,81.34961,0.37139836,59.40625,0.27121684,
1131,21-07-20,1,-28.949219,-0.127628,-51.617188,-0.22756392,
1131,06-08-20,1,-86.5,-0.3964262,-108.27734,-0.49623096,
1131,10-08-20,1,-129.15039,-0.585643,-151.13867,-0.6853507,
1131,21-08-20,2,-54.30078,-0.24321717,-98.859375,-0.44309443,
1131,24-08-20,2,364.6504,1.6134481,319.26953,1.4126544,
1131,28-08-20,1,382.6504,1.6007898,358.55664,1.4999954,
1131,31-08-20,1,-401.1504,-1.5992919,-426.0332,-1.6984937,
1131,02-09-20,2,-12.150391,-0.050785,-59.851562,-0.25075707,
1131,10-09-20,2,167.30078,0.74303895,122.1875,0.54267573,
1131,01-10-20,2,245.5,1.1204683,201.55469,0.9199101,
1131,05-10-20,1,-40.40039,-0.17807138,-63.06836,-0.2779842,
1131,08-10-20,1,96.5,0.4153467,73.2168,0.31513324,
1131,14-10-20,3,666.5508,2.817135,595.2207,2.515731,
1131,19-10-20,3,589.25,2.4699755,517.3711,2.168733,
1131,21-10-20,3,110.55078,0.44756436,36.367188,0.14734192,
1131,02-11-20,3,1041.2012,4.3230534,967.12305,4.0208855,
1131,09-11-20,2,-152.44922,-0.55751514,-207.02344,-0.75724,
1131,10-11-20,1,294.6504,1.0514779,266.48047,0.95095176,
1131,24-12-20,2,152.05078,0.50296056,91.509766,0.30271488,
1131,29-12-20,2,-94.79883,-0.30314565,-157.28516,-0.50298744,
1131,29-01-21,4,-1187.0527,-3.8381686,-1310.0566,-4.236243,
1131,01-02-21,2,1248.1973,3.8530512,1182.7773,3.651124,
1131,08-02-21,1,-80.59766,-0.22154112,-116.9375,-0.3214295,
1131,15-02-21,2,-36.996094,-0.100491524,-110.55859,-0.30045024,
1131,03-03-21,1,139.64844,0.38999718,103.77344,0.2898088,
1131,12-03-21,1,-188.59766,-0.5180984,-224.90234,-0.61783135,
1131,25-03-21,1,-199.19922,-0.59857965,-232.3789,-0.6982823,
1131,26-04-21,2,-65.94922,-0.20301911,-130.88086,-0.40292084,
1131,07-05-21,1,-156.94922,-0.4726468,-190.07422,-0.5724015,
1131,17-05-21,3,1346.0488,4.123226,1247.4219,3.8211622,
1131,21-05-21,2,305.9453,0.887877,236.84766,0.68742627,
1131,31-12-21,2,-154.30078,-0.43421978,-225.28906,-0.6339949,
1131,10-01-22,1,-16.097656,-0.042213507,-54.222656,-0.14219017,
1131,01-02-22,3,-67.30469,-0.17318536,-183.1914,-0.47309247,
1131,15-02-22,3,680.64844,1.7933131,566.3828,1.4924198,
1131,03-03-22,1,-443.20312,-1.2402893,-478.71484,-1.3396677,
1131,09-03-22,1,-186.75,-0.55598974,-220.24219,-0.65570223,
1131,10-03-22,2,635.60156,1.8215785,565.4961,1.6206703,
1131,17-03-22,2,75.94922,0.20851487,3.0625,0.0084136445,
1131,23-03-22,1,-334.14844,-0.9077309,-370.79297,-1.0072776,
1131,30-03-22,1,214.0,0.59261554,177.78125,0.4923174,
1131,04-04-22,3,851.0508,2.2436163,736.39453,1.942504,
1131,26-04-22,1,-97.85156,-0.26772633,-134.35156,-0.36759198,
1131,20-05-22,2,274.05078,0.80796075,206.07812,0.607564,
1131,30-05-22,1,-22.101562,-0.061355986,-58.11328,-0.16132785,
1131,23-06-22,2,41.746094,0.12517661,-24.980469,-0.07489809,
1131,27-06-22,1,-116.0,-0.340715,-149.98828,-0.44054532,
1131,07-07-22,1,-17.898438,-0.051648233,-52.54297,-0.15161946,
1131,30-08-22,1,775.5469,2.002194,736.4258,1.9011968,
1131,08-09-22,1,-12.6015625,-0.03157396,-52.507812,-0.13156143,
1131,04-10-22,2,-166.5,-0.42648682,-244.48828,-0.62627006,
1131,14-10-22,1,-192.69922,-0.4885208,-232.04688,-0.58827287,
1131,30-01-23,1,-414.94922,-1.0188978,-455.46875,-1.1183926,
1131,01-02-23,2,-539.0547,-1.289142,-622.39844,-1.4885054,
1132,02-03-16,1,114.450195,0.76861477,99.50195,0.66822666,
1132,13-04-16,2,110.09961,0.6795162,77.63867,0.4791802,
1132,21-04-16,2,55.097656,0.33035952,21.71289,0.13020083,
1132,25-05-16,1,139.80078,0.8360616,123.009766,0.73564494,
1132,12-10-18,1,139.09961,0.5502325,113.75,0.44995776,
1132,23-05-19,1,88.20117,0.28197217,56.876953,0.18183112,
1132,20-09-19,5,6480.6523,23.420439,6338.8125,22.908743,
1132,11-10-19,1,-221.80078,-0.7767657,-250.24414,-0.87637675,
1132,06-07-20,1,-73.30078,-0.3292826,-95.52539,-0.4291203,
1132,15-07-20,1,79.60156,0.36559424,57.789062,0.26541373,
1132,31-08-20,1,-401.1504,-1.5992919,-426.0332,-1.6984937,
1132,01-10-20,2,245.5,1.1204683,201.55469,0.9199101,
1132,05-10-20,1,-40.40039,-0.17807138,-63.06836,-0.2779842,
1132,14-10-20,1,178.34961,0.7522189,154.55078,0.6518434,
1132,09-11-20,2,-140.55078,-0.5141478,-195.1211,-0.7139019,
1132,10-11-20,1,294.6504,1.0514779,266.48047,0.95095176,
1132,29-01-21,1,-199.75,-0.65171397,-230.29883,-0.751384,
1132,01-02-21,2,1248.1973,3.8530512,1182.7773,3.651124,
1132,08-02-21,1,-80.59766,-0.22154112,-116.9375,-0.3214295,
1132,15-02-21,1,-40.546875,-0.1101491,-77.33984,-0.21010038,
1132,25-03-21,1,-199.19922,-0.59857965,-232.3789,-0.6982823,
1132,26-04-21,2,-65.94922,-0.20301911,-130.88086,-0.40292084,
1132,01-02-22,1,-156.75,-0.4042527,-195.44531,-0.50404656,
1132,15-02-22,2,302.09766,0.79406613,225.84375,0.5936687,
1132,10-03-22,2,635.60156,1.8215785,565.4961,1.6206703,
1132,17-03-22,2,75.94922,0.20851487,3.0625,0.0084136445,
1132,04-04-22,2,291.10156,0.76234174,214.52734,0.5619706,
1132,20-05-22,2,281.80078,0.831141,213.83203,0.63073266,
1132,04-10-22,2,-166.5,-0.42648682,-244.48828,-0.62627006,
1132,14-10-22,1,-192.69922,-0.4885208,-232.04688,-0.58827287,
1133,02-03-16,1,114.450195,0.76861477,99.50195,0.66822666,
1133,21-04-16,1,22.148438,0.13274819,5.453125,0.03268368,
1133,12-10-18,1,139.09961,0.5502325,113.75,0.44995776,
1133,23-05-19,1,169.85156,0.5444231,138.56836,0.4441514,
1133,20-09-19,4,4978.9023,17.958437,4865.326,17.549463,
1133,31-08-20,1,-401.1504,-1.5992919,-426.0332,-1.6984937,
1133,01-10-20,1,118.05078,0.5386462,96.07422,0.4383708,
1133,09-11-20,1,-105.75,-0.38659438,-133.05273,-0.4864061,
1133,01-02-21,2,1248.1973,3.8530512,1182.7773,3.651124,
1133,26-04-21,2,-65.94922,-0.20301911,-130.88086,-0.40292084,
1133,10-03-22,2,635.60156,1.8215785,565.4961,1.6206703,
1133,17-03-22,1,31.699219,0.08701119,-4.7460938,-0.0130275525,
1133,04-04-22,2,291.10156,0.76234174,214.52734,0.5619706,
1133,20-05-22,1,95.15234,0.28018206,61.14453,0.18004392,
1133,04-10-22,2,-112.50391,-0.28817454,-190.46875,-0.4880361,
1134,02-03-16,1,114.450195,0.76861477,99.50195,0.66822666,
1134,21-04-16,1,22.148438,0.13274819,5.453125,0.03268368,
1134,23-05-19,1,169.85156,0.5444231,138.56836,0.4441514,
1134,20-09-19,4,4978.9023,17.958437,4865.326,17.549463,
1134,31-08-20,1,-401.1504,-1.5992919,-426.0332,-1.6984937,
1134,01-10-20,1,118.05078,0.5386462,96.07422,0.4383708,
1134,09-11-20,1,-105.75,-0.38659438,-133.05273,-0.4864061,
1134,01-02-21,1,582.9492,1.7970657,550.21875,1.696167,
1134,26-04-21,1,-32.94922,-0.10143918,-65.41406,-0.20138712,
1134,10-03-22,1,356.65234,1.0232327,321.6211,0.9227283,
1134,17-03-22,1,31.699219,0.08701119,-4.7460938,-0.0130275525,
1134,04-04-22,2,291.10156,0.76234174,214.52734,0.5619706,
1134,20-05-22,1,95.15234,0.28018206,61.14453,0.18004392,
1134,04-10-22,2,-112.50391,-0.28817454,-190.46875,-0.4880361,
1136,02-03-16,1,114.450195,0.76861477,99.50195,0.66822666,
1136,20-09-19,3,3456.9531,12.423424,3371.6328,12.117219,
1136,31-08-20,1,-401.1504,-1.5992919,-426.0332,-1.6984937,
1136,01-02-21,1,582.9492,1.7970657,550.21875,1.696167,
1136,26-04-21,1,-28.75,-0.08852268,-61.21289,-0.18847755,
1136,10-03-22,1,356.65234,1.0232327,321.6211,0.9227283,
1136,04-04-22,2,285.40234,0.74703336,208.82422,0.5466671,
1136,04-10-22,1,-100.19922,-0.25656977,-139.20312,-0.35644305,
1137,22-01-16,1,231.2998,1.5117338,215.88379,1.4109776,
1137,18-02-16,1,-27.25,-0.19031122,-41.554688,-0.2902137,
1137,10-11-16,1,368.75,1.8625243,348.76758,1.7615948,
1137,20-09-19,1,1331.3008,4.887346,1303.3965,4.7849064,
1137,23-09-19,1,-34.40039,-0.11465994,-64.38672,-0.21460739,
1137,04-10-19,1,-181.44922,-0.6317276,-210.08203,-0.7314147,
1137,15-07-20,1,198.65039,0.91915643,176.9375,0.8186908,
1137,05-10-20,1,137.34961,0.60881245,114.7207,0.50850815,
1137,14-10-20,1,341.8496,1.4518187,318.1328,1.3510946,
1137,17-11-20,1,115.85156,0.40160072,86.94531,0.3013969,
