sno,TradeType(l/s),Positional,costPercent,startTime,cutOffTime,endTime,CandlePeriod,ATRFrom%,ATRTo%,VixFrom%,VixTo%,Period,noOfSD,MinBandRange(as % of SMA),MaxBandRange(as % of SMA),LookbackDuration,MinBandChange,MaxBandChange,MinBreakout,MaxBreakout,Exit at SMA,TargetBN%,TriggerBN%,FallbackBN%,TradeSLBN%,DaySLBN%,MaxOverlap,TradeGap,TradingDays,TotalTrades,TradeMaxProfit,TradeMaxLoss,DayMaxProfit,DayMaxLoss,TradeAverageProfit,TradeAverageLoss,TradeWinPercent,TradeExpectancy,Profit,DayAverageProfit,DayAverageLoss,DayWinPercent,DayExpectancy,Profit(Cost),DayWinPercent(Cost),DayAverageProfit(Cost),DayAverageLoss(Cost),DayExpectancy(Cost),
1,l,TRUE,0.05,09:16,15:10,15:15,1,0,1.5,-100,100,60,2,0,3,20,-1000,-20,0,1000,TRUE,1000,1000,1000,1.5,1000,4,5,1021,2206,958.5508,-817.9512,1805.3477,-1268.1992,88.623085,-35.60377,28.966454,1.0150388479232788,839.02637,148.24425,-62.861423,30.166504,1.018720030784607,-62349.52,17.629776,162.65623,-108.950775,0.3195339
